Booking ID,Customer ID,Booking Value_fill_scaled,apparent_temperature_dropoff_scaled,Ride Distance_fill_scaled,dew_point_2m_scaled,temperature_2m_dropoff_scaled,precipitation_dropoff_log_scaled,rain_dropoff_log_scaled,dew_point_2m_dropoff_scaled,apparent_temperature_scaled,pick_station_latitude,wind_speed_10m_scaled,drop_station_longitude,temperature_2m_scaled,snowfall_dropoff_log_scaled,pick_longitude,snowfall_log_scaled,relative_humidity_2m_scaled,drop_latitude,drop_longitude,pick_station_longitude,precipitation_log_scaled
"""CNR7739482""","""CID4693942""",0.003027254,-0.04109589,-0.000467298,-0.22916667,0.26168224,0.0,0.0,-0.11564626,-0.07518797,28.78792,0.5833333,77.23436,0.27083334,0.0,75.70859,0.0,-0.7209302,28.47873,77.12095,77.34444,0.0
"""CNR3781611""","""CID2363463""",-0.15131222,-1.5958904,-0.85662836,-0.6597222,-1.7383177,0.0,0.0,-0.49659863,-1.8045113,28.615982,0.45,77.294624,-1.9583334,0.0,83.32879,0.0,0.627907,10.727921,79.0172,77.25019,0.0
"""CNR5098572""","""CID7513630""",-0.6711142,-0.82191783,-1.3223921,-0.1388889,-0.92523366,2.1517622,2.1517622,-0.006802721,-0.93233085,28.619066,-0.23333333,77.09568,-1.0416666,0.0,79.84308,0.0,0.44186047,28.495298,77.15298,77.36427,1.686399
"""CNR6664843""","""CID4393406""",0.003027254,-0.39726028,-0.000467298,0.3263889,-0.55140185,0.0,0.0,0.3197279,-0.24812031,20.371132,-0.76666665,77.36926,-0.44791666,0.0,77.16764,0.0,0.5813953,27.7106,77.08396,74.87468,0.0
"""CNR7632396""","""CID8911016""",1.8239353,0.5890411,0.92290515,-0.9375,1.317757,0.0,0.0,-0.6802721,0.44360903,28.493439,0.4,77.21854,1.2395834,0.0,81.49035,0.0,-1.3255814,28.631254,77.22258,77.147964,0.0
"""CNR3575738""","""CID3426297""",0.6803709,-0.63013697,-0.48191053,-0.22916667,-0.6728972,0.0,0.0,-0.07482993,-0.7067669,28.594193,-0.43333334,77.229126,-0.6979167,0.0,77.69183,0.0,-0.069767445,28.614937,77.022766,77.294624,0.0
"""CNR6482089""","""CID5652000""",0.013549859,0.55479455,-0.001031591,0.625,0.36448598,0.0,0.0,0.829932,0.23308271,20.77323,-0.85,77.3245,-0.052083332,0.0,77.13942,0.0,0.6511628,12.54443,77.93497,82.22143,0.09531018
"""CNR6578025""","""CID7427794""",-1.0176488,-1.479452,1.2750496,-1.1875,-1.6635514,0.0,0.0,-0.43537414,-2.0977445,33.70466,-0.46666667,77.290405,-2.3125,0.0,77.22911,0.0,0.046511628,28.67588,77.31169,73.80217,0.0
"""CNR8267532""","""CID8446600""",-0.057252817,0.32876712,-0.28025514,0.027777778,0.42990655,0.0,0.0,0.40136054,0.7744361,9.367226,0.71666664,79.84308,1.2291666,0.0,77.400276,0.0,-0.9302326,28.646723,77.30163,76.8434,0.0
"""CNR9050064""","""CID7193319""",1.140767,0.13013698,1.3209487,-0.3125,0.08411215,0.0,0.0,0.61904764,-0.90225565,25.266867,-0.05,79.0172,-0.90625,0.0,75.89075,0.0,0.0,18.552378,73.89728,82.99381,0.0
"""CNR7715554""","""CID4225622""",0.013829263,0.5273973,0.001991443,0.5277778,1.2897196,0.0,0.0,-0.46258503,0.40601504,19.17851,1.7666667,77.36168,0.5,0.0,77.175735,0.0,-0.069767445,24.09749,77.2684,72.857124,0.0
"""CNR6464294""","""CID7648300""",-2.0622034,-1.2123288,-1.66024,-0.5625,-1.3084112,0.0,0.0,-0.42857143,-1.3909775,28.720806,-0.56666666,77.18559,-1.5208334,0.0,87.86786,0.0,0.23255815,28.51489,77.267715,77.10718,0.0
"""CNR1456878""","""CID5947573""",0.0,-0.55479455,0.001143475,-0.6319444,-0.2990654,0.0,0.0,-0.6394558,-0.5864662,28.646313,0.23333333,77.23971,-0.30208334,0.0,77.31225,0.0,-0.76744187,28.467205,77.077545,77.306725,0.0
"""CNR2057354""","""CID9049154""",1.9377967,0.6369863,-1.4006464,0.33333334,0.74766356,0.0,0.0,0.6258503,0.6165413,28.661482,1.3666667,77.43225,0.9375,0.0,77.31225,0.0,-0.5813953,24.62422,77.59341,77.13942,0.0
"""CNR8587469""","""CID4290571""",-1.4433914,-0.43150684,0.70319104,-0.7986111,-0.14018692,0.0,0.0,-0.67346936,-0.5112782,28.598492,-0.2,77.2586,-0.1875,0.0,77.154465,0.0,-0.9302326,29.85327,77.12799,77.202965,0.0
"""CNR3267660""","""CID6876486""",-0.20081717,-1.1232877,-1.4789008,-0.20833333,-1.2616823,0.0,0.0,-0.21088435,-0.99248123,28.549183,-0.48333332,77.12799,-1.1145834,0.0,72.86011,0.0,0.41860464,28.553684,77.08664,77.25323,0.0
"""CNR6927712""","""CID8634922""",1.7150245,0.51369864,-0.7550482,0.7777778,0.25233644,0.0,0.0,0.8639456,0.5488722,28.66448,-0.41666666,77.23517,0.27083334,0.0,76.599884,0.0,0.53488374,28.67079,77.31175,77.12701,0.0
"""CNR7205017""","""CID6706197""",0.025039341,-1.3767123,0.0,-0.7916667,-1.5046729,0.0,0.0,-0.6122449,-1.4285715,28.653786,-0.7,77.09203,-1.5,0.0,77.221725,0.0,-0.13953489,28.692434,76.93171,77.31225,0.0
"""CNR8960441""","""CID2027368""",-0.7503221,0.12328767,-1.3050859,0.5902778,-0.07476635,0.0,0.0,0.61904764,0.2556391,28.203962,-0.4,75.76884,0.052083332,0.0,77.21992,0.0,0.4883721,28.613333,77.20594,76.858475,0.09531018
"""CNR7649243""","""CID2485587""",0.0,0.5,0.001143475,0.6388889,0.36448598,0.0,0.0,0.68707484,0.43609023,28.61262,-0.36666667,76.98401,0.26041666,0.0,77.23971,0.0,0.3255814,28.534342,77.21239,77.23014,0.0
"""CNR6120519""","""CID3376920""",-0.013278072,0.44520548,0.028481131,0.6805556,0.19626169,1.4586151,1.4586151,0.8027211,0.6917293,25.155716,-0.6,77.20395,0.5416667,0.0,77.16764,0.0,0.11627907,28.661482,77.13942,82.54485,0.0
"""CNR8332582""","""CID3921065""",0.013549859,-0.3219178,-0.001031591,-0.7986111,0.07476635,0.0,0.0,-0.6394558,-0.36842105,28.584036,0.9166667,77.1551,0.114583336,0.0,77.36168,0.0,-1.0465117,28.57714,77.35582,77.217735,0.0
"""CNR7275432""","""CID2820293""",-1.7156687,0.28082192,-1.4924448,0.6388889,-0.018691588,0.09531018,0.09531018,0.7755102,0.24060151,28.51489,-0.81666666,77.27787,-0.052083332,0.0,77.05795,0.0,0.6976744,28.574734,77.35616,77.267715,0.09531018
"""CNR3989123""","""CID5567794""",-1.2701241,0.56164384,0.63471854,0.625,0.37383178,0.0,0.0,0.8027211,0.56390977,28.50984,-0.38333333,76.98401,0.44791666,0.0,77.27208,0.0,0.11627907,28.64031,77.093506,77.09219,0.0
"""CNR5800729""","""CID6978541""",-0.51269835,-0.19863014,-0.54662085,0.43055555,-0.34579438,0.0,0.0,0.40816328,-0.09022556,22.598003,-0.2,77.13942,-0.26041666,0.0,77.13942,0.0,0.55813956,28.586597,77.21253,88.372955,0.0
"""CNR7187573""","""CID2449558""",0.66056895,0.7808219,-1.4503078,0.5902778,1.2616823,0.0,0.0,-0.3265306,0.7593985,11.854005,1.4833333,74.86248,0.7916667,0.0,77.24855,0.0,-0.20930232,28.52982,77.36168,75.397575,0.0
"""CNR5315648""","""CID3056838""",-0.20081717,0.5068493,0.57903755,0.4513889,0.5607477,0.0,0.0,0.56462586,0.5112782,28.61262,-0.03333333,77.35616,0.5729167,0.0,88.32989,0.0,-0.20930232,28.67082,77.27208,77.23014,0.0
"""CNR9615099""","""CID6698020""",-2.2354705,0.2739726,-0.11622204,0.4097222,0.13084112,0.74193734,0.74193734,0.75510204,-0.39097744,10.921869,3.1,79.84308,-0.36458334,0.0,78.39429,0.0,0.6511628,28.497562,77.3168,77.01959,0.0
"""CNR4937668""","""CID3024078""",-0.5176489,-0.12328767,-0.52705723,0.3888889,-0.22429906,0.09531018,0.09531018,0.60544217,-0.33834586,18.587704,2.45,75.89075,-0.33333334,0.0,76.98282,0.0,0.5813953,25.46445,80.34791,73.73794,0.09531018
"""CNR9718566""","""CID9045640""",-1.6166588,0.17123288,-0.32389697,0.5069444,-0.009345794,0.0,0.0,0.6462585,0.120300755,28.512955,-0.2,77.21854,-0.03125,0.0,85.17962,0.0,0.41860464,28.614937,77.022766,77.20395,0.0
"""CNR3679688""","""CID8496866""",0.013549859,-0.43835616,-0.001031591,0.1388889,-0.24299066,0.0,0.0,-0.13605443,-0.33082706,12.54443,0.6166667,79.30918,-0.29166666,0.0,77.23425,0.0,0.093023255,28.48333,77.3,77.93497,0.0
"""CNR9893606""","""CID5069729""",0.013549859,-0.6643836,-0.001031591,0.25,-0.7383177,0.0,0.0,-0.054421768,-0.23308271,26.871035,-0.36666667,79.5027,-0.32291666,0.0,77.21574,0.0,0.30232558,28.610394,77.213104,80.91123,0.0
"""CNR7353628""","""CID4679215""",0.013829263,0.28082192,0.001991443,0.6597222,0.018691588,0.0,0.0,0.78911567,0.24060151,28.657482,-0.18333334,77.14844,-0.010416667,0.0,77.36168,0.0,0.6744186,28.619066,77.36427,77.236664,0.0
"""CNR1048132""","""CID8111604""",0.013829263,0.38356164,0.001991443,0.6805556,0.093457945,0.0,0.0,0.78911567,0.37593985,28.666765,-1.25,77.116035,0.052083332,0.0,83.16872,0.0,0.6511628,26.28165,82.31107,77.22911,0.0
"""CNR9440790""","""CID1378426""",-0.11170826,-0.70547944,-0.9288631,-0.43055555,-0.53271025,0.0,0.0,-0.5714286,-0.6616541,20.371132,-0.21666667,77.35776,-0.53125,0.0,82.31107,0.0,-0.44186047,28.462242,77.03112,74.87468,0.0
"""CNR8417695""","""CID8402312""",-1.9829954,0.061643835,1.2848314,0.6111111,0.25233644,0.0,0.0,0.20408164,0.48872182,12.863404,-0.43333334,74.87468,0.35416666,0.0,77.23014,0.0,0.18604651,28.661482,77.13942,74.84324,0.09531018
"""CNR9674900""","""CID4697715""",-0.38893598,-0.3219178,1.8243347,-0.30555555,-0.19626169,0.0,0.0,-0.15646258,-0.3007519,28.480335,-0.016666668,77.07219,-0.0625,0.0,78.39429,0.0,-0.60465115,28.548204,77.2048,77.0939,0.0
"""CNR9981094""","""CID7881213""",-1.9780449,-0.75342464,0.4639134,-0.4097222,-0.71028036,0.0,0.0,-0.23129252,-0.8270677,28.549183,0.28333333,77.400276,-0.71875,0.0,88.34996,0.0,-0.30232558,13.021856,77.55332,77.25323,0.0
"""CNR1042085""","""CID6691321""",0.003027254,0.89726025,-0.000467298,0.6736111,0.7757009,0.0,0.0,0.8503401,0.91729325,28.54532,-0.38333333,77.18854,0.8854167,0.0,77.03057,0.0,-0.18604651,28.686014,77.43225,77.12725,0.0
"""CNR3859906""","""CID3279740""",-1.7206192,0.3219178,0.9356967,0.44444445,0.17757009,0.0,0.0,0.6122449,-0.007518797,21.511913,-0.5,77.1706,-0.19791667,0.0,72.53363,0.0,0.5116279,29.99021,77.33438,70.463905,0.0
"""CNR3802006""","""CID1735724""",-1.7453716,-1.0136986,-0.49545455,-0.4722222,-1.1214954,0.0,0.0,-0.2993197,-1.443609,28.98153,0.16666667,77.2048,-1.5625,0.0,81.80577,0.0,0.4651163,28.641645,77.2388,77.71799,0.0
"""CNR5006108""","""CID8246510""",-0.64141124,0.020547945,1.1983001,0.5555556,-0.08411215,0.0,0.0,0.50340134,0.22556391,19.17851,-0.48333332,77.2684,0.03125,0.0,78.135925,0.0,0.44186047,28.67315,77.17049,72.857124,0.0
"""CNR2914832""","""CID2222248""",-1.2008172,0.21232876,-0.5872529,0.7847222,0.7383177,0.0,0.0,-0.707483,0.5413534,19.129297,0.03333333,77.400276,0.28125,0.0,68.96886,0.0,0.55813956,28.633667,77.36926,72.86011,0.0
"""CNR9105726""","""CID8789743""",0.00710362,0.25342464,0.14863876,0.35416666,0.0,0.0,0.0,0.7414966,-0.2857143,10.01622,-0.48333332,77.22911,-0.48958334,0.0,77.27208,0.0,0.6976744,28.595858,77.38618,76.95247,0.26236427
"""CNR3734577""","""CID4874936""",-1.7057676,0.09589041,-0.95294136,0.5277778,-0.12149533,0.0,0.0,0.65986395,0.09022556,28.67082,-0.36666667,77.38618,-0.114583336,0.0,81.80577,0.0,0.55813956,28.36005,76.94139,77.27208,0.0
"""CNR8478326""","""CID7377835""",1.8288858,0.67808217,1.338255,0.8611111,0.5140187,0.0,0.0,0.8707483,0.9548872,26.14163,0.083333336,77.17898,0.78125,0.0,76.22598,0.0,0.13953489,28.47695,77.12283,91.78166,0.09531018
"""CNR8946984""","""CID6908781""",-1.7750746,-0.7191781,0.7220022,-0.4652778,-0.5981308,0.0,0.0,-0.33333334,-0.86466163,28.594776,0.73333335,77.21239,-0.7083333,0.0,75.395,0.0,-0.37209302,27.42397,77.09922,77.18921,0.0
"""CNR7282361""","""CID3781034""",1.8833412,-0.28767124,0.8250872,-0.38194445,-0.093457945,0.0,0.0,-0.17006803,-0.39849624,28.51489,0.4,77.227844,-0.125,0.0,77.15907,0.0,-0.6511628,28.659456,77.23337,77.267715,0.0
"""CNR5796404""","""CID3732810""",-0.0770548,-0.38356164,0.032762162,-0.15972222,-0.42990655,0.0,0.0,0.034013607,-0.43609023,28.669952,-0.81666666,77.28681,-0.39583334,0.0,82.07184,0.0,-0.23255815,28.666765,77.22911,77.09568,0.0
"""CNR1012908""","""CID3608489""",0.025039341,-0.7191781,0.0,-1.0,-0.5233645,0.0,0.0,-0.5442177,-1.0225564,28.628191,0.55,77.2684,-0.7604167,0.0,77.1215,0.0,-0.8372093,28.657482,77.236664,77.24104,0.0
"""CNR4572189""","""CID1301674""",0.0,-0.20547946,0.001143475,0.2777778,-0.18691589,0.0,0.0,0.1904762,0.015037594,28.489124,-0.13333334,77.59341,0.010416667,0.0,77.22989,0.0,0.023255814,28.4121,77.04708,77.13805,0.0
