state_dcid,state_name,city_dcid,city_name
wikidataId/Q1061,Gujarat,wikidataId/Q721365,Gandevi
wikidataId/Q1061,Gujarat,wikidataId/Q7237228,Prabhas Patan
wikidataId/Q1061,Gujarat,wikidataId/Q7387597,S. K. Varma Nagar
wikidataId/Q1061,Gujarat,wikidataId/Q7408505,Samakhiali
wikidataId/Q1061,Gujarat,wikidataId/Q7428379,Savli
wikidataId/Q1061,Gujarat,wikidataId/Q759550,Bhachau
wikidataId/Q1061,Gujarat,wikidataId/Q760153,Bharuch
wikidataId/Q1061,Gujarat,wikidataId/Q766933,Talaja
wikidataId/Q1061,Gujarat,wikidataId/Q767916,Unjha
wikidataId/Q1061,Gujarat,wikidataId/Q7683522,Tankara
wikidataId/Q1061,Gujarat,wikidataId/Q775759,Kheda
wikidataId/Q1061,Gujarat,wikidataId/Q798382,Bhuj
wikidataId/Q1061,Gujarat,wikidataId/Q8023088,Wilson Hills
wikidataId/Q1061,Gujarat,wikidataId/Q817247,Dwarka
wikidataId/Q1061,Gujarat,wikidataId/Q8239185,Babra
wikidataId/Q1061,Gujarat,wikidataId/Q858162,Botad
wikidataId/Q1061,Gujarat,wikidataId/Q859113,Chanasma
wikidataId/Q1061,Gujarat,wikidataId/Q862141,Bilimora
wikidataId/Q1061,Gujarat,wikidataId/Q927778,Dhrol
wikidataId/Q1061,Gujarat,wikidataId/Q9443,Lothal
wikidataId/Q1061,Gujarat,wikidataId/Q9461,Khedbrahma
wikidataId/Q1061,Gujarat,wikidataId/Q949907,Palanpur
wikidataId/Q1061,Gujarat,wikidataId/Q968713,Jetpur
wikidataId/Q1061,Gujarat,wikidataId/Q976318,Chhaya
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1003496,Eluru
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1017723,Madanapalle
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1105252,Chilakaluripet
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q11102384,Rajampet
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q11103996,Markapur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q11198998,Chittoor
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1193800,Chirala
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q13001772,Palasa Mandal
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q13008117,Rayadurg
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1436816,Tirupati
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1639492,Rajahmundry
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q16901462,Thagarapuvalasa
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1708134,Gudur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1772751,Nandyal
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1772763,Srikalahasti
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q18386200,Sullurpeta mandal
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1920249,Ongole
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1929712,Tenali
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1945121,Palakollu
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1945739,Puttur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q1948238,Dharmavaram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q19672776,Chillakallu
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q19881964,Amaravati
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q200016,Visakhapatnam
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q200017,Vijayawada
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2010440,Jammalamadugu
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2138686,Kavali
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2228545,Pulivendula
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2235626,Tadepalligudem
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2235664,Kovvur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2241562,Macharla
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2249065,Mandapeta
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2336339,Tadipatri
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2349939,Mangalagiri
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2349951,Rayachoti
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2349966,Proddatur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2350125,Gudivada
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2351757,Kadiri
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2483789,Narasaraopet
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2483828,Parvathipuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2483836,Repalle
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2483868,Bheemunipatnam
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q24908046,Jaggayyapeta
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q25562337,Peddapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2563400,Samarlakota
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2563407,Nidadavole
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2563472,Pedana
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2563482,Saluru
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2563530,Pithapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2564821,Kandukur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2566460,Punganur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2566481,Tanuku
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2566502,Vinukonda
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2576041,Tuni
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2734064,Yemmiganuru
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q2734090,Nuzvid
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q30651,Kadapa
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3120966,Guntur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q31500354,Giddaluru
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3412838,Badvel
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3416910,Cheepurupalli
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3425864,Tadepalle
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3428232,Ponduru
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3428272,Chimakurthi
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3428861,Pamidi
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3429912,Narasannapeta
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3429934,Palamaner
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3445011,Sattenapalli
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3619248,Vizianagaram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3635276,Kurnool
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3635462,Parigi
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q379516,Narasapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q3869911,Nagari
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q48723786,Kasibugga
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q490906,Adoni
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q5305676,Draksharama
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q582993,Amudalavalasa
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q586397,Guntakal
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q588625,Amalapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q589133,Anakapalle
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q59018,Kakinada
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q61434,Nellore
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q633274,Bapatla
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q6425460,Kodumur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q6426291,Koilkuntla
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q65665421,Addanki
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q671757,Srikakulam
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q6963320,Nandi Kotkur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q7158997,Pedanandipadu
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q719838,Venkatagiri
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q7198866,Pichatur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q720891,Ponnur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q721277,Ramachandrapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q749108,Nagarjunakonda
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q757853,Bhimavaram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q760056,Hindupur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q760144,Ananthapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q845662,Machilipatnam
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q861841,Bobbili
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q13221,Tezu
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q14231494,Rupa
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q24951907,Kaho
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q25247765,Pangin
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q2729438,Koloriang
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q41128,Itanagar
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q6400755,Kharsang
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q6962040,Nampong
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q70295360,Taksing
wikidataId/Q1164,Assam,wikidataId/Q111184029,Gaurisagar
wikidataId/Q1164,Assam,wikidataId/Q1266637,Dibrugarh
wikidataId/Q1164,Assam,wikidataId/Q1284453,Sivasagar
wikidataId/Q1164,Assam,wikidataId/Q16056717,Tingkhong
wikidataId/Q1164,Assam,wikidataId/Q1708160,Golaghat
wikidataId/Q1164,Assam,wikidataId/Q18111492,"Dadara, Kamrup"
wikidataId/Q1164,Assam,wikidataId/Q199605,Guwahati
wikidataId/Q1164,Assam,wikidataId/Q2249428,Tinsukia
wikidataId/Q1164,Assam,wikidataId/Q24927936,Dakhala
wikidataId/Q1164,Assam,wikidataId/Q24927939,Darkuchi
wikidataId/Q1164,Assam,wikidataId/Q24943594,Dimow Chariali
wikidataId/Q1164,Assam,wikidataId/Q271911,Dispur
wikidataId/Q1164,Assam,wikidataId/Q279871,Gauripur
wikidataId/Q1164,Assam,wikidataId/Q28153823,Algapur
wikidataId/Q1164,Assam,wikidataId/Q28169357,Sonai
wikidataId/Q1164,Assam,wikidataId/Q28419445,Agchia
wikidataId/Q1164,Assam,wikidataId/Q48724100,Udharbond
wikidataId/Q1164,Assam,wikidataId/Q48726625,Dullabcherra
wikidataId/Q1164,Assam,wikidataId/Q6271960,Jonai
wikidataId/Q1164,Assam,wikidataId/Q7380188,Rupai Siding
wikidataId/Q1165,Bihar,wikidataId/Q1136189,Darbhanga
wikidataId/Q1165,Bihar,wikidataId/Q11917849,Dumaria
wikidataId/Q1165,Bihar,wikidataId/Q1453196,Muzaffarpur
wikidataId/Q1165,Bihar,wikidataId/Q15201836,Bodhgaya inscription of Mahanaman
wikidataId/Q1165,Bihar,wikidataId/Q15229230,Jale
wikidataId/Q1165,Bihar,wikidataId/Q1771762,Purnia
wikidataId/Q1165,Bihar,wikidataId/Q1774606,Motihari
wikidataId/Q1165,Bihar,wikidataId/Q19342632,Rohtas
wikidataId/Q1165,Bihar,wikidataId/Q1949375,Kishanganj
wikidataId/Q1165,Bihar,wikidataId/Q1949403,Hajipur
wikidataId/Q1165,Bihar,wikidataId/Q1949410,Sasaram
wikidataId/Q1165,Bihar,wikidataId/Q1949422,Saharsa
wikidataId/Q1165,Bihar,wikidataId/Q2087576,Raxaul
wikidataId/Q1165,Bihar,wikidataId/Q2234098,Siwan
wikidataId/Q1165,Bihar,wikidataId/Q2286929,Jogbani
wikidataId/Q1165,Bihar,wikidataId/Q22997102,Bagha Kusmar
wikidataId/Q1165,Bihar,wikidataId/Q2360633,Sitamarhi
