cluster,Booking ID,Customer ID
2,"""CNR1637661""","""CID2372869"""
1,"""CNR7739482""","""CID4693942"""
2,"""CNR3781611""","""CID2363463"""
3,"""CNR5098572""","""CID7513630"""
1,"""CNR6664843""","""CID4393406"""
1,"""CNR7632396""","""CID8911016"""
1,"""CNR3575738""","""CID3426297"""
0,"""CNR6482089""","""CID5652000"""
1,"""CNR6578025""","""CID7427794"""
0,"""CNR8267532""","""CID8446600"""
2,"""CNR9050064""","""CID7193319"""
3,"""CNR7715554""","""CID4225622"""
2,"""CNR6464294""","""CID7648300"""
2,"""CNR1456878""","""CID5947573"""
2,"""CNR2057354""","""CID9049154"""
3,"""CNR8587469""","""CID4290571"""
3,"""CNR3267660""","""CID6876486"""
4,"""CNR6927712""","""CID8634922"""
3,"""CNR7205017""","""CID6706197"""
1,"""CNR8960441""","""CID2027368"""
4,"""CNR7649243""","""CID2485587"""
4,"""CNR6120519""","""CID3376920"""
3,"""CNR8332582""","""CID3921065"""
2,"""CNR7275432""","""CID2820293"""
0,"""CNR3989123""","""CID5567794"""
4,"""CNR5800729""","""CID6978541"""
0,"""CNR7187573""","""CID2449558"""
2,"""CNR5315648""","""CID3056838"""
1,"""CNR9615099""","""CID6698020"""
2,"""CNR4937668""","""CID3024078"""
3,"""CNR9718566""","""CID9045640"""
4,"""CNR3679688""","""CID8496866"""
0,"""CNR9893606""","""CID5069729"""
4,"""CNR7353628""","""CID4679215"""
3,"""CNR1048132""","""CID8111604"""
2,"""CNR9440790""","""CID1378426"""
4,"""CNR8417695""","""CID8402312"""
1,"""CNR9674900""","""CID4697715"""
3,"""CNR9981094""","""CID7881213"""
3,"""CNR1042085""","""CID6691321"""
0,"""CNR3859906""","""CID3279740"""
3,"""CNR3802006""","""CID1735724"""
1,"""CNR5006108""","""CID8246510"""
1,"""CNR2914832""","""CID2222248"""
3,"""CNR9105726""","""CID8789743"""
4,"""CNR3734577""","""CID4874936"""
3,"""CNR8478326""","""CID7377835"""
2,"""CNR8946984""","""CID6908781"""
2,"""CNR7282361""","""CID3781034"""
3,"""CNR5796404""","""CID3732810"""
4,"""CNR1012908""","""CID3608489"""
2,"""CNR4572189""","""CID1301674"""
0,"""CNR2882430""","""CID6605614"""
3,"""CNR6581126""","""CID6285282"""
0,"""CNR9400405""","""CID5266748"""
2,"""CNR7885768""","""CID1703076"""
0,"""CNR9091363""","""CID5592238"""
4,"""CNR5265943""","""CID9471651"""
0,"""CNR1788956""","""CID7871191"""
0,"""CNR7001764""","""CID3713208"""
1,"""CNR4802303""","""CID9398026"""
2,"""CNR2330000""","""CID3659090"""
3,"""CNR1971431""","""CID6667080"""
2,"""CNR3513218""","""CID6349446"""
0,"""CNR4137251""","""CID1323988"""
0,"""CNR3126868""","""CID7687141"""
2,"""CNR5582674""","""CID9196972"""
2,"""CNR3693625""","""CID9560664"""
2,"""CNR8058896""","""CID8876519"""
3,"""CNR7670537""","""CID2317902"""
2,"""CNR5607835""","""CID5293153"""
4,"""CNR6154203""","""CID6813959"""
1,"""CNR9888138""","""CID5980331"""
3,"""CNR3120646""","""CID7033846"""
1,"""CNR8413965""","""CID7553675"""
4,"""CNR6411219""","""CID6125725"""
3,"""CNR6031480""","""CID6947577"""
4,"""CNR5257620""","""CID8651537"""
0,"""CNR9809490""","""CID3296740"""
0,"""CNR5830762""","""CID7546005"""
2,"""CNR9552689""","""CID4893846"""
3,"""CNR9558939""","""CID8230049"""
3,"""CNR1800223""","""CID3685541"""
2,"""CNR5585245""","""CID7320906"""
3,"""CNR8887141""","""CID9948053"""
3,"""CNR2630175""","""CID5452217"""
2,"""CNR1181637""","""CID1136360"""
3,"""CNR5728522""","""CID4968664"""
3,"""CNR7802325""","""CID5316679"""
2,"""CNR5548253""","""CID6640208"""
1,"""CNR6501146""","""CID6506089"""
0,"""CNR7275228""","""CID5929419"""
2,"""CNR5439042""","""CID1505301"""
1,"""CNR1032197""","""CID7595942"""
3,"""CNR4204551""","""CID1691261"""
2,"""CNR3177271""","""CID6682214"""
3,"""CNR9166509""","""CID1842062"""
4,"""CNR6894581""","""CID3563027"""
1,"""CNR2250354""","""CID2765983"""
3,"""CNR1071237""","""CID4814840"""
2,"""CNR5774281""","""CID3977967"""
0,"""CNR7802404""","""CID6734881"""
4,"""CNR4619433""","""CID4380729"""
2,"""CNR9804502""","""CID8743148"""
0,"""CNR1602714""","""CID9929633"""
1,"""CNR2053480""","""CID5571551"""
3,"""CNR7738305""","""CID1492660"""
1,"""CNR8807289""","""CID6506629"""
2,"""CNR8633227""","""CID4563315"""
2,"""CNR6777829""","""CID6079050"""
3,"""CNR4391187""","""CID1992158"""
4,"""CNR6933767""","""CID3576723"""
1,"""CNR7855072""","""CID3452287"""
1,"""CNR3648955""","""CID9905475"""
3,"""CNR9910296""","""CID3502114"""
3,"""CNR2949147""","""CID5914983"""
0,"""CNR8595500""","""CID7049372"""
3,"""CNR7327945""","""CID8864973"""
4,"""CNR8217707""","""CID3049449"""
4,"""CNR1927417""","""CID6193783"""
1,"""CNR3834845""","""CID1988839"""
2,"""CNR8818259""","""CID7453948"""
4,"""CNR9404949""","""CID5432515"""
4,"""CNR8183925""","""CID2757558"""
3,"""CNR1440766""","""CID8981765"""
4,"""CNR8778271""","""CID6452125"""
2,"""CNR1239482""","""CID6166376"""
1,"""CNR3657908""","""CID4089154"""
0,"""CNR7894369""","""CID4696524"""
2,"""CNR7411643""","""CID3453077"""
2,"""CNR9907283""","""CID2457063"""
2,"""CNR8127930""","""CID2374987"""
0,"""CNR7285960""","""CID7793232"""
2,"""CNR4691352""","""CID7925274"""
1,"""CNR5469319""","""CID4351320"""
4,"""CNR8192835""","""CID6644127"""
4,"""CNR8844122""","""CID4732899"""
4,"""CNR6311946""","""CID7429474"""
2,"""CNR4806295""","""CID6961352"""
2,"""CNR1694345""","""CID3601723"""
0,"""CNR5462183""","""CID2233926"""
2,"""CNR1463773""","""CID1145044"""
0,"""CNR6930549""","""CID5914997"""
4,"""CNR2621553""","""CID7625001"""
2,"""CNR5679861""","""CID6167490"""
1,"""CNR1305473""","""CID5899551"""
1,"""CNR8564439""","""CID8948991"""
4,"""CNR3079094""","""CID7164639"""
0,"""CNR5057888""","""CID6627019"""
2,"""CNR1487043""","""CID5773014"""
4,"""CNR4577231""","""CID5540247"""
0,"""CNR3334916""","""CID8630167"""
4,"""CNR2824679""","""CID8210651"""
2,"""CNR8206607""","""CID6950863"""
1,"""CNR1288055""","""CID4924867"""
4,"""CNR7844013""","""CID2907936"""
2,"""CNR6427821""","""CID2719775"""
1,"""CNR2194331""","""CID1331962"""
0,"""CNR5840763""","""CID5496774"""
4,"""CNR5927483""","""CID2463847"""
4,"""CNR5872033""","""CID5741828"""
2,"""CNR3049315""","""CID4218271"""
0,"""CNR3779484""","""CID6674756"""
2,"""CNR8831257""","""CID3073990"""
1,"""CNR6592778""","""CID6944426"""
3,"""CNR9068588""","""CID1929679"""
3,"""CNR5241231""","""CID3758962"""
1,"""CNR7429670""","""CID1009995"""
3,"""CNR5709749""","""CID2119262"""
1,"""CNR1097335""","""CID7399122"""
3,"""CNR3081534""","""CID7814735"""
1,"""CNR8495870""","""CID8664616"""
4,"""CNR3809146""","""CID1850015"""
3,"""CNR9291691""","""CID4109033"""
3,"""CNR6341461""","""CID8075730"""
1,"""CNR9582012""","""CID9809136"""
3,"""CNR4481655""","""CID8706942"""
0,"""CNR1430277""","""CID9192470"""
3,"""CNR3884351""","""CID4349016"""
0,"""CNR9503894""","""CID3185328"""
3,"""CNR8729154""","""CID4342332"""
0,"""CNR5845833""","""CID7495090"""
3,"""CNR8004525""","""CID4363133"""
4,"""CNR6604209""","""CID2273854"""
0,"""CNR5393700""","""CID8003597"""
1,"""CNR6082749""","""CID3669519"""
0,"""CNR5678207""","""CID3738553"""
0,"""CNR4397489""","""CID7720474"""
3,"""CNR4512734""","""CID5493962"""
1,"""CNR2404012""","""CID6824579"""
3,"""CNR9291437""","""CID3497381"""
1,"""CNR1712831""","""CID7711283"""
0,"""CNR6322389""","""CID4029437"""
2,"""CNR1402167""","""CID6361191"""
0,"""CNR3414806""","""CID5832195"""
2,"""CNR6566304""","""CID5787711"""
1,"""CNR2558971""","""CID4738051"""
2,"""CNR2997005""","""CID8019523"""
3,"""CNR8641379""","""CID4500085"""
1,"""CNR4763984""","""CID1750000"""
3,"""CNR1206703""","""CID5323544"""
0,"""CNR1600732""","""CID6118303"""
0,"""CNR5990930""","""CID1336119"""
2,"""CNR7066609""","""CID6439966"""
1,"""CNR3640863""","""CID7470651"""
1,"""CNR6498991""","""CID5071102"""
3,"""CNR4192277""","""CID4707999"""
1,"""CNR5566340""","""CID2531963"""
1,"""CNR9764222""","""CID7115581"""
4,"""CNR8837480""","""CID8073324"""
3,"""CNR2323700""","""CID8548972"""
1,"""CNR6338452""","""CID3301556"""
2,"""CNR2289503""","""CID8981415"""
4,"""CNR8364362""","""CID3771086"""
2,"""CNR4566095""","""CID6602550"""
0,"""CNR4772728""","""CID3245809"""
0,"""CNR5265066""","""CID7344497"""
1,"""CNR4741897""","""CID7232745"""
0,"""CNR2158337""","""CID5586111"""
3,"""CNR8361808""","""CID5012364"""
0,"""CNR8764618""","""CID6873959"""
4,"""CNR1039168""","""CID1168509"""
3,"""CNR3355070""","""CID8509617"""
2,"""CNR7968451""","""CID3876031"""
4,"""CNR2667744""","""CID3806754"""
2,"""CNR1975461""","""CID9156507"""
4,"""CNR2958942""","""CID6323537"""
2,"""CNR2523022""","""CID3699828"""
2,"""CNR6039197""","""CID3896576"""
3,"""CNR9750272""","""CID3049950"""
4,"""CNR7537564""","""CID7610755"""
2,"""CNR6159325""","""CID5822730"""
1,"""CNR6249002""","""CID6653780"""
0,"""CNR1927791""","""CID5374183"""
2,"""CNR4202696""","""CID3223314"""
3,"""CNR9413075""","""CID9856698"""
4,"""CNR5453669""","""CID6244593"""
2,"""CNR2692691""","""CID8383642"""
0,"""CNR3588131""","""CID7092069"""
3,"""CNR2773935""","""CID4293447"""
1,"""CNR9521430""","""CID7394364"""
2,"""CNR9994218""","""CID6170239"""
0,"""CNR1569178""","""CID7140111"""
1,"""CNR3085914""","""CID6518961"""
2,"""CNR5992956""","""CID9072089"""
1,"""CNR5954934""","""CID1706705"""
3,"""CNR9798482""","""CID5791587"""
0,"""CNR5715401""","""CID9453559"""
0,"""CNR1994741""","""CID6794930"""
3,"""CNR8577529""","""CID8121948"""
1,"""CNR4821483""","""CID4983344"""
1,"""CNR6353379""","""CID9498073"""
0,"""CNR1098114""","""CID9296142"""
3,"""CNR9587922""","""CID7499796"""
2,"""CNR8446971""","""CID2162506"""
1,"""CNR5779365""","""CID5002432"""
3,"""CNR6232046""","""CID1997242"""
3,"""CNR9215752""","""CID4555530"""
2,"""CNR6245804""","""CID7678880"""
2,"""CNR2928649""","""CID6272695"""
2,"""CNR1378923""","""CID3955532"""
0,"""CNR6806891""","""CID7352258"""
4,"""CNR1047034""","""CID1367246"""
2,"""CNR5260946""","""CID9643934"""
2,"""CNR6028205""","""CID1249849"""
1,"""CNR9997978""","""CID5652927"""
1,"""CNR6616700""","""CID8479864"""
4,"""CNR2270716""","""CID6962032"""
2,"""CNR3181727""","""CID6421816"""
1,"""CNR5857149""","""CID5538627"""
2,"""CNR9907047""","""CID2192619"""
1,"""CNR8665761""","""CID8158732"""
1,"""CNR6538431""","""CID2281334"""
1,"""CNR4568741""","""CID1387624"""
2,"""CNR2885959""","""CID9977585"""
4,"""CNR7962445""","""CID2026750"""
0,"""CNR7811959""","""CID6874370"""
1,"""CNR9353692""","""CID6407687"""
0,"""CNR2901941""","""CID1462522"""
2,"""CNR1419471""","""CID5772521"""
2,"""CNR2685156""","""CID7284063"""
2,"""CNR8859516""","""CID2019761"""
3,"""CNR4156414""","""CID5329679"""
4,"""CNR8148666""","""CID5554036"""
3,"""CNR6917989""","""CID3239296"""
3,"""CNR7641484""","""CID4654128"""
4,"""CNR2186292""","""CID5102354"""
4,"""CNR7863652""","""CID6445660"""
0,"""CNR7711581""","""CID3631280"""
0,"""CNR9822639""","""CID6890546"""
4,"""CNR3589570""","""CID5491550"""
0,"""CNR7087043""","""CID8732338"""
2,"""CNR3986499""","""CID1171185"""
3,"""CNR7159277""","""CID7781849"""
1,"""CNR8999672""","""CID6904929"""
2,"""CNR3335569""","""CID2541699"""
2,"""CNR3601769""","""CID4255830"""
0,"""CNR4994679""","""CID1140161"""
2,"""CNR9533169""","""CID6485597"""
1,"""CNR6793345""","""CID5763115"""
2,"""CNR5578291""","""CID6792844"""
3,"""CNR9100492""","""CID6093891"""
0,"""CNR4529784""","""CID6200366"""
1,"""CNR7259021""","""CID2955044"""
3,"""CNR7141164""","""CID1865705"""
3,"""CNR7479415""","""CID9813285"""
0,"""CNR9858064""","""CID8007246"""
0,"""CNR7364606""","""CID9508467"""
2,"""CNR7213758""","""CID2361708"""
4,"""CNR5040319""","""CID5325730"""
0,"""CNR8200451""","""CID5485378"""
4,"""CNR2327679""","""CID7316388"""
1,"""CNR4624327""","""CID2890331"""
4,"""CNR7284428""","""CID9671843"""
2,"""CNR1548284""","""CID1844700"""
3,"""CNR9194211""","""CID9758189"""
2,"""CNR8541769""","""CID3998676"""
2,"""CNR8658809""","""CID3931495"""
3,"""CNR6861635""","""CID5995882"""
3,"""CNR5478695""","""CID9234195"""
3,"""CNR1021852""","""CID5100850"""
4,"""CNR1683519""","""CID7830708"""
2,"""CNR6465137""","""CID7979289"""
4,"""CNR8904043""","""CID9931692"""
4,"""CNR8784121""","""CID5813487"""
3,"""CNR8095764""","""CID9867611"""
2,"""CNR1655302""","""CID2048872"""
0,"""CNR9323653""","""CID4178306"""
3,"""CNR8537725""","""CID6037670"""
2,"""CNR3765844""","""CID7719624"""
0,"""CNR3368379""","""CID7347944"""
0,"""CNR2883544""","""CID9500390"""
0,"""CNR5715387""","""CID2913738"""
4,"""CNR2660244""","""CID2595633"""
4,"""CNR5895462""","""CID7624609"""
0,"""CNR2305476""","""CID6223974"""
4,"""CNR5825956""","""CID7141919"""
4,"""CNR6163492""","""CID1962677"""
0,"""CNR2165277""","""CID2787920"""
0,"""CNR3633708""","""CID8360260"""
0,"""CNR5691555""","""CID5884559"""
0,"""CNR1953232""","""CID1306649"""
2,"""CNR5576131""","""CID3621987"""
2,"""CNR8234623""","""CID7217574"""
2,"""CNR1383687""","""CID6800423"""
0,"""CNR2053447""","""CID6574115"""
1,"""CNR1554802""","""CID3353762"""
1,"""CNR7996868""","""CID5923704"""
4,"""CNR8464719""","""CID1268822"""
2,"""CNR1457591""","""CID8168726"""
4,"""CNR9856321""","""CID6714279"""
2,"""CNR2347285""","""CID6836870"""
0,"""CNR1836931""","""CID5447865"""
4,"""CNR1987750""","""CID4087376"""
4,"""CNR3097490""","""CID3679622"""
0,"""CNR5669868""","""CID8975545"""
3,"""CNR3915917""","""CID7428167"""
1,"""CNR1425615""","""CID5062610"""
3,"""CNR5447293""","""CID8977237"""
4,"""CNR9371805""","""CID7057071"""
1,"""CNR9397210""","""CID5330614"""
0,"""CNR2201965""","""CID7269814"""
4,"""CNR9924819""","""CID6122572"""
3,"""CNR3712997""","""CID7900414"""
1,"""CNR1813227""","""CID1445303"""
0,"""CNR5830668""","""CID9857559"""
1,"""CNR3461554""","""CID1987213"""
3,"""CNR4736888""","""CID4945042"""
4,"""CNR5160693""","""CID7809250"""
4,"""CNR6316946""","""CID5380187"""
3,"""CNR2611304""","""CID9371679"""
1,"""CNR1472426""","""CID6611715"""
4,"""CNR2599503""","""CID4343093"""
3,"""CNR1508909""","""CID8787826"""
2,"""CNR5221642""","""CID7622919"""
1,"""CNR5233988""","""CID2452050"""
2,"""CNR8312452""","""CID5265359"""
1,"""CNR3344047""","""CID6879471"""
3,"""CNR9452081""","""CID8330326"""
0,"""CNR2691861""","""CID5376058"""
0,"""CNR6658032""","""CID5075271"""
0,"""CNR5093104""","""CID8531573"""
3,"""CNR3183834""","""CID5540498"""
1,"""CNR5232966""","""CID5407092"""
2,"""CNR8189859""","""CID1455034"""
3,"""CNR4048634""","""CID3980441"""
2,"""CNR3016221""","""CID9226863"""
3,"""CNR3784815""","""CID9614714"""
0,"""CNR8662173""","""CID7102693"""
2,"""CNR3358570""","""CID8617539"""
0,"""CNR5340208""","""CID6697130"""
4,"""CNR2218233""","""CID2223594"""
3,"""CNR1288580""","""CID2435545"""
2,"""CNR9407903""","""CID8862890"""
1,"""CNR2046168""","""CID8237885"""
0,"""CNR7008079""","""CID7068383"""
1,"""CNR9120106""","""CID7860855"""
0,"""CNR6587235""","""CID7350234"""
0,"""CNR6702832""","""CID7679681"""
2,"""CNR9723471""","""CID9650307"""
0,"""CNR9808105""","""CID6870668"""
1,"""CNR6761522""","""CID1102376"""
4,"""CNR5734997""","""CID2251666"""
2,"""CNR2075619""","""CID7264975"""
1,"""CNR2814652""","""CID4581539"""
3,"""CNR9963276""","""CID2808831"""
1,"""CNR3216693""","""CID3430090"""
1,"""CNR6775934""","""CID6586362"""
1,"""CNR4404481""","""CID9204271"""
0,"""CNR9091998""","""CID6392385"""
3,"""CNR7178273""","""CID6322019"""
2,"""CNR2518201""","""CID2799914"""
3,"""CNR8712006""","""CID5241985"""
0,"""CNR5976935""","""CID3612203"""
4,"""CNR5781586""","""CID7635411"""
3,"""CNR8496535""","""CID5757106"""
3,"""CNR2601950""","""CID7685566"""
0,"""CNR1126401""","""CID3238716"""
3,"""CNR1203705""","""CID9041068"""
2,"""CNR9556718""","""CID2346621"""
2,"""CNR4451636""","""CID9506765"""
0,"""CNR6524780""","""CID5949477"""
0,"""CNR1758328""","""CID6951264"""
0,"""CNR2490397""","""CID6155387"""
3,"""CNR6411303""","""CID2824760"""
1,"""CNR4947291""","""CID9503472"""
3,"""CNR6368550""","""CID3636779"""
4,"""CNR9419787""","""CID7413999"""
0,"""CNR9755659""","""CID7142168"""
1,"""CNR7566558""","""CID6273222"""
3,"""CNR8872863""","""CID8328537"""
1,"""CNR2891956""","""CID9392453"""
4,"""CNR1583108""","""CID2588071"""
3,"""CNR5384199""","""CID3715763"""
3,"""CNR8572554""","""CID8567969"""
4,"""CNR7156787""","""CID8435905"""
1,"""CNR1341401""","""CID7259986"""
1,"""CNR3116800""","""CID9415870"""
3,"""CNR6086542""","""CID5619797"""
3,"""CNR7391496""","""CID3562065"""
3,"""CNR1237202""","""CID3932343"""
1,"""CNR9770258""","""CID4163143"""
2,"""CNR4095305""","""CID5036569"""
3,"""CNR2272669""","""CID1898377"""
0,"""CNR2555262""","""CID6008628"""
2,"""CNR6579241""","""CID6132430"""
4,"""CNR8315130""","""CID8961767"""
2,"""CNR9791946""","""CID6909033"""
1,"""CNR8909794""","""CID4241175"""
0,"""CNR6394680""","""CID3692424"""
4,"""CNR5413378""","""CID3238874"""
0,"""CNR7411744""","""CID6246989"""
1,"""CNR3119293""","""CID7935920"""
4,"""CNR5847205""","""CID9303761"""
1,"""CNR3363121""","""CID8494253"""
1,"""CNR8081595""","""CID6388792"""
1,"""CNR1970519""","""CID2342128"""
0,"""CNR9611989""","""CID9020931"""
1,"""CNR3092124""","""CID4684217"""
1,"""CNR9024349""","""CID7227346"""
1,"""CNR5271586""","""CID2045808"""
4,"""CNR3156272""","""CID8309452"""
0,"""CNR5325755""","""CID1284662"""
0,"""CNR8756604""","""CID8604519"""
4,"""CNR9365114""","""CID4050078"""
0,"""CNR7701472""","""CID3517530"""
3,"""CNR9623751""","""CID8341704"""
0,"""CNR9673447""","""CID3651243"""
1,"""CNR3220527""","""CID3019213"""
4,"""CNR8793781""","""CID2899397"""
3,"""CNR6942001""","""CID9423141"""
0,"""CNR9696900""","""CID5623530"""
2,"""CNR1377733""","""CID5054187"""
4,"""CNR4880194""","""CID5298317"""
4,"""CNR6885719""","""CID2477026"""
1,"""CNR5952088""","""CID9207527"""
0,"""CNR1447150""","""CID9514286"""
0,"""CNR8735094""","""CID5107831"""
2,"""CNR7335535""","""CID9665640"""
0,"""CNR5128278""","""CID7067607"""
4,"""CNR1521607""","""CID6602956"""
3,"""CNR4505276""","""CID7794982"""
3,"""CNR2285321""","""CID8283574"""
4,"""CNR3105046""","""CID5087448"""
3,"""CNR7658134""","""CID3997234"""
2,"""CNR1924934""","""CID1884060"""
1,"""CNR6825837""","""CID7872787"""
2,"""CNR2138622""","""CID3206376"""
4,"""CNR6663565""","""CID4952889"""
1,"""CNR3564708""","""CID9898181"""
4,"""CNR8467682""","""CID4782945"""
0,"""CNR3652009""","""CID8593329"""
3,"""CNR3449107""","""CID8684841"""
1,"""CNR3714430""","""CID2423604"""
2,"""CNR9291489""","""CID9386471"""
3,"""CNR1979539""","""CID5971671"""
0,"""CNR8337717""","""CID4348420"""
0,"""CNR8939083""","""CID3186013"""
2,"""CNR6077952""","""CID5653282"""
3,"""CNR4109799""","""CID5400075"""
3,"""CNR6191576""","""CID4818790"""
2,"""CNR7975695""","""CID1862975"""
1,"""CNR1493031""","""CID1471854"""
4,"""CNR4634687""","""CID3356706"""
1,"""CNR5610781""","""CID7540658"""
3,"""CNR5121202""","""CID7915537"""
1,"""CNR1826420""","""CID6022201"""
0,"""CNR8140776""","""CID7501492"""
1,"""CNR9829987""","""CID8581367"""
2,"""CNR3423388""","""CID9242954"""
0,"""CNR7489992""","""CID5120866"""
3,"""CNR5916700""","""CID4546001"""
4,"""CNR3240062""","""CID1424284"""
1,"""CNR7982387""","""CID3008738"""
3,"""CNR8981521""","""CID5741788"""
4,"""CNR2876770""","""CID4360308"""
4,"""CNR4356835""","""CID9645883"""
0,"""CNR3560105""","""CID1787849"""
0,"""CNR1047606""","""CID5415925"""
3,"""CNR4284476""","""CID7350377"""
2,"""CNR4684737""","""CID2178496"""
3,"""CNR2490035""","""CID6693508"""
0,"""CNR2112535""","""CID8639329"""
2,"""CNR7499207""","""CID2950111"""
0,"""CNR5757006""","""CID7437635"""
3,"""CNR3902045""","""CID6113100"""
4,"""CNR3902062""","""CID4942397"""
3,"""CNR8708098""","""CID8182618"""
3,"""CNR2835033""","""CID4751118"""
2,"""CNR1150310""","""CID2298061"""
0,"""CNR8904730""","""CID5494812"""
2,"""CNR4450149""","""CID5169676"""
2,"""CNR6214709""","""CID4330757"""
0,"""CNR3238029""","""CID9678273"""
3,"""CNR1016265""","""CID8228275"""
2,"""CNR8413512""","""CID4799640"""
0,"""CNR2603960""","""CID8009172"""
2,"""CNR6486112""","""CID4633550"""
1,"""CNR7072016""","""CID8070881"""
1,"""CNR1899194""","""CID1444695"""
3,"""CNR5266851""","""CID6257804"""
2,"""CNR6723568""","""CID9065849"""
3,"""CNR2342730""","""CID3102880"""
3,"""CNR8033340""","""CID1428480"""
0,"""CNR9972171""","""CID3324948"""
0,"""CNR6127497""","""CID2811548"""
0,"""CNR4752363""","""CID8480433"""
3,"""CNR6888076""","""CID3059815"""
3,"""CNR8020299""","""CID9228560"""
3,"""CNR5969367""","""CID7929374"""
4,"""CNR5282851""","""CID1548186"""
2,"""CNR7573143""","""CID6040754"""
4,"""CNR8750150""","""CID3616313"""
1,"""CNR4715038""","""CID3806604"""
2,"""CNR8550740""","""CID7743351"""
4,"""CNR6608066""","""CID7327872"""
2,"""CNR4617297""","""CID3013744"""
1,"""CNR5109217""","""CID5281578"""
1,"""CNR1340771""","""CID9541774"""
3,"""CNR8261474""","""CID7237221"""
1,"""CNR9723885""","""CID6238818"""
1,"""CNR2116883""","""CID9973162"""
1,"""CNR2368537""","""CID1667917"""
4,"""CNR1226638""","""CID5730718"""
3,"""CNR6777046""","""CID8256287"""
3,"""CNR2601964""","""CID7215751"""
2,"""CNR2208699""","""CID6746069"""
2,"""CNR1434388""","""CID8169546"""
2,"""CNR8486373""","""CID3236855"""
1,"""CNR2027978""","""CID5221625"""
0,"""CNR6513042""","""CID3493148"""
1,"""CNR3410847""","""CID5457547"""
1,"""CNR4852507""","""CID2444756"""
4,"""CNR5101902""","""CID2628680"""
4,"""CNR3511907""","""CID3648418"""
4,"""CNR4066638""","""CID8046283"""
0,"""CNR3236916""","""CID4223459"""
1,"""CNR2134681""","""CID7925385"""
1,"""CNR1041101""","""CID4344606"""
4,"""CNR9438837""","""CID6314510"""
2,"""CNR5128661""","""CID7069590"""
2,"""CNR7128188""","""CID2351565"""
1,"""CNR1967638""","""CID3374025"""
0,"""CNR7253063""","""CID7405123"""
4,"""CNR9946889""","""CID4979821"""
0,"""CNR6069500""","""CID8267115"""
0,"""CNR1081432""","""CID2192144"""
0,"""CNR9795770""","""CID1509694"""
3,"""CNR7652515""","""CID2302624"""
3,"""CNR2090760""","""CID1979786"""
3,"""CNR2940039""","""CID5570675"""
4,"""CNR2767492""","""CID5292094"""
1,"""CNR3571041""","""CID3395538"""
2,"""CNR4678687""","""CID5606374"""
4,"""CNR5787217""","""CID8689913"""
0,"""CNR3182363""","""CID2632397"""
0,"""CNR4843757""","""CID1389951"""
4,"""CNR9691594""","""CID1616757"""
0,"""CNR3715768""","""CID7598205"""
0,"""CNR3824624""","""CID5338565"""
2,"""CNR7332904""","""CID6858832"""
3,"""CNR1688052""","""CID2035744"""
4,"""CNR2573422""","""CID4611701"""
1,"""CNR1325464""","""CID8232301"""
1,"""CNR8353716""","""CID3197652"""
2,"""CNR7254775""","""CID3330778"""
0,"""CNR4842612""","""CID9896787"""
0,"""CNR6601742""","""CID2335211"""
2,"""CNR6149950""","""CID5279559"""
3,"""CNR6168087""","""CID9959816"""
3,"""CNR5413585""","""CID8749340"""
3,"""CNR3770635""","""CID4157063"""
4,"""CNR2290944""","""CID3952528"""
0,"""CNR2396862""","""CID2186060"""
1,"""CNR5953301""","""CID3685484"""
