split,_target_completed_,Booking ID,Customer ID
train,1,"""CNR3237430""","""CID2118705"""
train,0,"""CNR4440205""","""CID8355929"""
train,1,"""CNR4997704""","""CID7463235"""
train,0,"""CNR1322946""","""CID6255618"""
train,0,"""CNR7466257""","""CID6963410"""
train,1,"""CNR4069435""","""CID1303114"""
train,1,"""CNR4525582""","""CID5951056"""
train,0,"""CNR7979297""","""CID7031065"""
train,0,"""CNR9115479""","""CID6701169"""
train,1,"""CNR9425600""","""CID5989176"""
train,1,"""CNR4729424""","""CID7422303"""
train,1,"""CNR7395470""","""CID2792829"""
train,0,"""CNR3770310""","""CID3706818"""
train,1,"""CNR8171441""","""CID5807628"""
train,1,"""CNR9394446""","""CID4010345"""
train,1,"""CNR5133692""","""CID2153866"""
train,1,"""CNR1427168""","""CID6914105"""
train,1,"""CNR1907512""","""CID4111973"""
train,1,"""CNR2255110""","""CID6124418"""
train,0,"""CNR9989930""","""CID4994950"""
train,0,"""CNR6354755""","""CID1347752"""
train,0,"""CNR7489982""","""CID7339850"""
train,1,"""CNR5486148""","""CID4554621"""
train,1,"""CNR4997420""","""CID4483929"""
train,0,"""CNR9492089""","""CID2391153"""
train,0,"""CNR9378064""","""CID1975326"""
train,0,"""CNR5027957""","""CID2491759"""
train,0,"""CNR6688779""","""CID8235197"""
train,1,"""CNR5814849""","""CID1629510"""
train,0,"""CNR9220689""","""CID4176484"""
train,0,"""CNR6598411""","""CID7225891"""
train,1,"""CNR1863627""","""CID5737777"""
train,1,"""CNR7795816""","""CID4928123"""
train,1,"""CNR2803567""","""CID7084347"""
train,1,"""CNR1714811""","""CID2023055"""
train,0,"""CNR3288047""","""CID8687932"""
train,1,"""CNR7016539""","""CID5384120"""
train,1,"""CNR3957099""","""CID2849300"""
train,1,"""CNR9084929""","""CID2119432"""
train,0,"""CNR8312519""","""CID4803832"""
train,1,"""CNR5889541""","""CID2493057"""
train,0,"""CNR3017618""","""CID8398323"""
train,0,"""CNR1876246""","""CID5764097"""
train,0,"""CNR7669278""","""CID5720975"""
train,1,"""CNR1775589""","""CID9468117"""
train,0,"""CNR8869730""","""CID4541132"""
train,0,"""CNR2620601""","""CID4234051"""
train,1,"""CNR8742001""","""CID9173745"""
train,1,"""CNR8710081""","""CID1015706"""
train,1,"""CNR8374084""","""CID5659757"""
train,0,"""CNR1877390""","""CID4616537"""
train,1,"""CNR3980652""","""CID1973676"""
train,1,"""CNR5648454""","""CID8036460"""
train,0,"""CNR7311622""","""CID7437646"""
train,0,"""CNR2020655""","""CID5904454"""
train,0,"""CNR2585163""","""CID1951443"""
train,0,"""CNR6812622""","""CID3016341"""
train,1,"""CNR6526237""","""CID5196004"""
train,1,"""CNR9943339""","""CID1809491"""
train,1,"""CNR6519687""","""CID9024198"""
train,1,"""CNR1142497""","""CID2757961"""
train,1,"""CNR9916332""","""CID2393045"""
train,1,"""CNR5595651""","""CID1907130"""
train,1,"""CNR3253216""","""CID3346087"""
train,1,"""CNR3797670""","""CID9542219"""
train,0,"""CNR1241659""","""CID9863485"""
train,0,"""CNR5409963""","""CID9471113"""
train,0,"""CNR4666413""","""CID5073687"""
train,1,"""CNR1955846""","""CID9991994"""
train,1,"""CNR6259564""","""CID2241327"""
train,0,"""CNR5885250""","""CID9183173"""
train,1,"""CNR4706077""","""CID4475733"""
train,1,"""CNR5828149""","""CID2923532"""
train,1,"""CNR7213012""","""CID5943437"""
train,1,"""CNR8051770""","""CID8484295"""
train,1,"""CNR5656657""","""CID4836142"""
train,0,"""CNR3141439""","""CID2651693"""
train,0,"""CNR1896666""","""CID5859076"""
train,1,"""CNR4000916""","""CID9716773"""
train,1,"""CNR7335587""","""CID6595558"""
train,1,"""CNR9607943""","""CID1120933"""
train,0,"""CNR3193034""","""CID3796876"""
train,0,"""CNR9984333""","""CID3147165"""
train,0,"""CNR4139107""","""CID1978027"""
train,1,"""CNR9048000""","""CID7117646"""
train,1,"""CNR1485085""","""CID6786293"""
train,1,"""CNR4792873""","""CID3251339"""
train,1,"""CNR6522534""","""CID4461678"""
train,0,"""CNR8196275""","""CID8123675"""
train,0,"""CNR3284026""","""CID6040777"""
train,1,"""CNR4845055""","""CID5629106"""
train,1,"""CNR1769923""","""CID9475303"""
train,1,"""CNR8567724""","""CID5790554"""
train,1,"""CNR7106316""","""CID3007320"""
train,0,"""CNR7201042""","""CID1755838"""
train,1,"""CNR8950387""","""CID9820367"""
train,0,"""CNR7804140""","""CID7706991"""
train,1,"""CNR9156995""","""CID5355810"""
train,0,"""CNR4388634""","""CID3688799"""
train,0,"""CNR2194983""","""CID2728217"""
train,0,"""CNR2756369""","""CID7833016"""
train,0,"""CNR9968846""","""CID6511045"""
train,1,"""CNR2278925""","""CID5034349"""
train,1,"""CNR6671117""","""CID6400909"""
train,0,"""CNR3931125""","""CID6012599"""
train,0,"""CNR6328717""","""CID3497092"""
train,0,"""CNR2995463""","""CID2972952"""
train,1,"""CNR6599424""","""CID4404883"""
train,1,"""CNR1483994""","""CID7144523"""
train,1,"""CNR7062877""","""CID2850903"""
train,1,"""CNR3186984""","""CID4118769"""
train,0,"""CNR6642930""","""CID5644016"""
train,1,"""CNR5821667""","""CID6545674"""
train,0,"""CNR6990952""","""CID9932409"""
train,0,"""CNR8603052""","""CID7641316"""
train,1,"""CNR1644230""","""CID3709943"""
train,0,"""CNR2025483""","""CID3753610"""
train,1,"""CNR6810253""","""CID7128401"""
train,0,"""CNR5636233""","""CID1148144"""
train,0,"""CNR3567869""","""CID8174926"""
train,1,"""CNR2137858""","""CID7427060"""
train,1,"""CNR3724912""","""CID1956667"""
train,1,"""CNR4785093""","""CID8058598"""
train,0,"""CNR3305665""","""CID5289586"""
train,0,"""CNR6330027""","""CID6066964"""
train,1,"""CNR1631386""","""CID5169224"""
train,1,"""CNR6707529""","""CID4457520"""
train,1,"""CNR3613863""","""CID7173006"""
train,1,"""CNR8199166""","""CID8102227"""
train,1,"""CNR2220049""","""CID9810204"""
train,1,"""CNR1200281""","""CID8148618"""
train,1,"""CNR5341889""","""CID2867604"""
train,1,"""CNR8488501""","""CID5791250"""
train,0,"""CNR2264392""","""CID1750265"""
train,1,"""CNR5857338""","""CID5428441"""
train,1,"""CNR8750461""","""CID8379599"""
train,0,"""CNR7271384""","""CID5394503"""
train,1,"""CNR6670267""","""CID4604326"""
train,0,"""CNR7686844""","""CID4485200"""
train,0,"""CNR2653827""","""CID3119203"""
train,1,"""CNR6312451""","""CID2231521"""
train,1,"""CNR4429168""","""CID3223100"""
train,0,"""CNR3728362""","""CID2274389"""
train,0,"""CNR8395473""","""CID7106390"""
train,1,"""CNR6020858""","""CID5278560"""
train,0,"""CNR9825462""","""CID5321260"""
train,1,"""CNR9958806""","""CID7126774"""
train,1,"""CNR8990697""","""CID5746163"""
train,0,"""CNR4572132""","""CID6488411"""
train,0,"""CNR3574115""","""CID4714656"""
train,1,"""CNR1969126""","""CID5561020"""
train,1,"""CNR8920492""","""CID6578257"""
train,0,"""CNR3488590""","""CID6369438"""
train,1,"""CNR8734526""","""CID2266072"""
train,0,"""CNR4860143""","""CID2044674"""
train,0,"""CNR7748155""","""CID2546802"""
train,0,"""CNR1293713""","""CID7911616"""
train,1,"""CNR7024590""","""CID1874505"""
train,0,"""CNR4203787""","""CID8803555"""
train,0,"""CNR7841505""","""CID1524889"""
train,1,"""CNR3114010""","""CID8428117"""
train,0,"""CNR2655016""","""CID4038681"""
train,1,"""CNR3066318""","""CID4269615"""
train,1,"""CNR1527122""","""CID6373894"""
train,1,"""CNR6860815""","""CID9982949"""
train,1,"""CNR1647274""","""CID5948598"""
train,1,"""CNR8351194""","""CID2048111"""
train,1,"""CNR2965259""","""CID6202529"""
train,1,"""CNR9805022""","""CID4887308"""
train,0,"""CNR1435387""","""CID3266739"""
train,1,"""CNR9986969""","""CID9821891"""
train,1,"""CNR4247520""","""CID6167177"""
train,0,"""CNR4960178""","""CID2657797"""
train,1,"""CNR6532620""","""CID2474996"""
train,0,"""CNR3215669""","""CID9617027"""
train,1,"""CNR1777272""","""CID2329973"""
train,0,"""CNR8040001""","""CID1037976"""
train,1,"""CNR2879237""","""CID1297882"""
train,1,"""CNR7230287""","""CID6070964"""
train,0,"""CNR8313704""","""CID5529110"""
train,0,"""CNR2412286""","""CID1349136"""
train,0,"""CNR4301117""","""CID4048540"""
train,1,"""CNR8565690""","""CID8551684"""
train,1,"""CNR6731195""","""CID3373423"""
train,1,"""CNR8508300""","""CID4860769"""
train,0,"""CNR3991164""","""CID5650262"""
train,0,"""CNR4889693""","""CID8939670"""
train,0,"""CNR7037461""","""CID2824504"""
train,1,"""CNR4857889""","""CID1810517"""
train,1,"""CNR2977088""","""CID4817789"""
train,1,"""CNR3418864""","""CID9729296"""
train,1,"""CNR4746045""","""CID9334760"""
train,1,"""CNR4869881""","""CID3038753"""
train,1,"""CNR1153389""","""CID8351280"""
train,1,"""CNR4630639""","""CID9304897"""
train,0,"""CNR6927641""","""CID9876321"""
train,0,"""CNR5978702""","""CID5858825"""
train,0,"""CNR3923174""","""CID9663967"""
train,1,"""CNR9294762""","""CID9012076"""
train,0,"""CNR9627241""","""CID4632752"""
train,0,"""CNR8585123""","""CID2515701"""
train,1,"""CNR6603913""","""CID4253254"""
train,0,"""CNR9132880""","""CID3255274"""
train,1,"""CNR8777682""","""CID9587514"""
train,0,"""CNR2755129""","""CID3335774"""
train,1,"""CNR8702188""","""CID2932554"""
train,1,"""CNR8331775""","""CID6450159"""
train,1,"""CNR4600216""","""CID8709837"""
train,1,"""CNR4635469""","""CID6486028"""
train,0,"""CNR2882650""","""CID1071374"""
train,0,"""CNR7491612""","""CID8435396"""
train,1,"""CNR3648278""","""CID7029374"""
train,1,"""CNR3451274""","""CID9036753"""
train,1,"""CNR3465651""","""CID5258716"""
train,0,"""CNR1529141""","""CID6369650"""
train,0,"""CNR3027323""","""CID4167616"""
train,1,"""CNR5975480""","""CID7787687"""
train,1,"""CNR4342174""","""CID6783722"""
train,0,"""CNR7094313""","""CID9976633"""
train,1,"""CNR5903350""","""CID5281304"""
train,1,"""CNR3236831""","""CID7406561"""
train,1,"""CNR2386854""","""CID2705832"""
train,1,"""CNR4244631""","""CID5564192"""
train,1,"""CNR9396589""","""CID2550613"""
train,0,"""CNR4362154""","""CID6256909"""
train,1,"""CNR6078766""","""CID3450435"""
train,0,"""CNR6949818""","""CID4901048"""
train,1,"""CNR2874115""","""CID8431096"""
train,1,"""CNR1635422""","""CID8668902"""
train,1,"""CNR9509749""","""CID2981432"""
train,0,"""CNR7054534""","""CID3893175"""
train,0,"""CNR6025057""","""CID2532783"""
train,0,"""CNR2176988""","""CID1871624"""
train,0,"""CNR9411747""","""CID5398642"""
train,0,"""CNR5673683""","""CID7321946"""
train,1,"""CNR4478219""","""CID5548561"""
train,0,"""CNR6477033""","""CID4652738"""
train,1,"""CNR4801912""","""CID7564948"""
train,1,"""CNR8663749""","""CID1750322"""
train,0,"""CNR5891068""","""CID6029742"""
train,0,"""CNR2578622""","""CID8153300"""
train,1,"""CNR6817238""","""CID8285705"""
train,1,"""CNR8922049""","""CID6884758"""
train,1,"""CNR6885011""","""CID7167323"""
train,0,"""CNR3183439""","""CID3302335"""
train,1,"""CNR9799429""","""CID7001334"""
train,1,"""CNR4379910""","""CID2749161"""
train,1,"""CNR3401958""","""CID1093737"""
train,0,"""CNR5094144""","""CID3488587"""
train,1,"""CNR9147455""","""CID8947665"""
train,1,"""CNR1109169""","""CID7612476"""
train,1,"""CNR8402504""","""CID1030902"""
train,1,"""CNR8638568""","""CID7678404"""
train,1,"""CNR7052594""","""CID3984543"""
train,1,"""CNR1282071""","""CID3804235"""
train,1,"""CNR9824000""","""CID9490382"""
train,1,"""CNR8622310""","""CID2018614"""
train,0,"""CNR1396365""","""CID3429174"""
train,1,"""CNR3023358""","""CID2737847"""
train,1,"""CNR2987763""","""CID2669710"""
train,0,"""CNR6114369""","""CID3987135"""
train,1,"""CNR2654149""","""CID9739658"""
train,0,"""CNR6087794""","""CID4609040"""
train,1,"""CNR9633349""","""CID3344583"""
train,1,"""CNR8623703""","""CID3598877"""
train,0,"""CNR5229159""","""CID7276368"""
train,1,"""CNR9338940""","""CID3838441"""
train,1,"""CNR2567222""","""CID3056483"""
train,1,"""CNR6996868""","""CID9025280"""
train,1,"""CNR9606052""","""CID7282851"""
train,0,"""CNR9883210""","""CID3916723"""
train,1,"""CNR6220898""","""CID8734769"""
train,1,"""CNR7158243""","""CID1652007"""
train,1,"""CNR1866163""","""CID5323102"""
train,0,"""CNR6970126""","""CID8552057"""
train,1,"""CNR9599126""","""CID2882404"""
train,1,"""CNR7259021""","""CID2955044"""
train,1,"""CNR9806144""","""CID7220494"""
train,1,"""CNR4701167""","""CID4110964"""
train,1,"""CNR9226952""","""CID4026258"""
train,0,"""CNR4614837""","""CID5009240"""
train,1,"""CNR9861867""","""CID7918451"""
train,1,"""CNR4323389""","""CID8502660"""
train,0,"""CNR5446261""","""CID1891301"""
train,0,"""CNR6563455""","""CID4446175"""
train,1,"""CNR5409129""","""CID1665459"""
train,1,"""CNR8112878""","""CID4809063"""
train,1,"""CNR7260158""","""CID1245752"""
train,0,"""CNR5666290""","""CID9582617"""
train,1,"""CNR5981896""","""CID6559016"""
train,0,"""CNR9014839""","""CID8708149"""
train,1,"""CNR8814506""","""CID2937226"""
train,0,"""CNR8489796""","""CID7827508"""
train,1,"""CNR1071325""","""CID7646338"""
train,1,"""CNR6905667""","""CID8774852"""
train,1,"""CNR9764589""","""CID5387650"""
train,1,"""CNR5827548""","""CID5523579"""
train,0,"""CNR3849726""","""CID7651436"""
train,1,"""CNR6892245""","""CID8682860"""
train,1,"""CNR3923957""","""CID7583907"""
train,1,"""CNR6609342""","""CID6931821"""
train,0,"""CNR3630538""","""CID5544548"""
train,1,"""CNR8842106""","""CID8214318"""
train,0,"""CNR6984143""","""CID9147196"""
train,0,"""CNR1322516""","""CID5273292"""
train,1,"""CNR7926936""","""CID3717290"""
train,1,"""CNR1253094""","""CID5987358"""
train,1,"""CNR1874174""","""CID2041898"""
train,1,"""CNR3204001""","""CID8499118"""
train,0,"""CNR3913067""","""CID8503570"""
train,1,"""CNR6670427""","""CID9109144"""
train,1,"""CNR7516386""","""CID6494895"""
train,1,"""CNR4822146""","""CID1163195"""
train,1,"""CNR5315943""","""CID7321921"""
train,1,"""CNR4140937""","""CID3948335"""
train,1,"""CNR8640635""","""CID8689006"""
train,1,"""CNR7762438""","""CID4111506"""
train,1,"""CNR5434421""","""CID8316998"""
train,1,"""CNR5219532""","""CID9470873"""
train,1,"""CNR2546125""","""CID3408596"""
train,1,"""CNR4290101""","""CID1055043"""
train,1,"""CNR2547143""","""CID4497818"""
train,1,"""CNR1501563""","""CID2644132"""
train,1,"""CNR7818616""","""CID9862473"""
train,1,"""CNR5886916""","""CID7041138"""
train,1,"""CNR3566012""","""CID3585369"""
train,1,"""CNR7237035""","""CID3993777"""
train,1,"""CNR6672970""","""CID7564583"""
train,0,"""CNR3687280""","""CID7024494"""
train,1,"""CNR9114767""","""CID5980227"""
train,1,"""CNR3141669""","""CID3379282"""
train,0,"""CNR9753207""","""CID8529006"""
train,1,"""CNR2770562""","""CID6961589"""
train,1,"""CNR6051512""","""CID5796191"""
train,1,"""CNR7415124""","""CID3414482"""
train,1,"""CNR8279012""","""CID4149569"""
train,1,"""CNR8167892""","""CID3058105"""
train,1,"""CNR7945227""","""CID7902529"""
train,1,"""CNR6994855""","""CID1473199"""
train,1,"""CNR4890743""","""CID1888326"""
train,0,"""CNR2861176""","""CID3194135"""
train,1,"""CNR5504006""","""CID3121970"""
train,1,"""CNR3778911""","""CID3003573"""
train,1,"""CNR6189168""","""CID9310229"""
train,0,"""CNR5887570""","""CID2033550"""
train,1,"""CNR8031332""","""CID6678132"""
train,0,"""CNR4943305""","""CID9349568"""
train,0,"""CNR2002177""","""CID2818804"""
train,0,"""CNR5283814""","""CID1362855"""
train,0,"""CNR4221915""","""CID8406373"""
train,1,"""CNR1800913""","""CID7234727"""
train,0,"""CNR7939687""","""CID1940296"""
train,1,"""CNR6609344""","""CID8713798"""
train,0,"""CNR7306430""","""CID1894605"""
train,0,"""CNR8113540""","""CID4588640"""
train,0,"""CNR3118717""","""CID9749672"""
train,0,"""CNR2480695""","""CID7028950"""
train,0,"""CNR7854853""","""CID2726326"""
train,0,"""CNR1462838""","""CID8734266"""
train,0,"""CNR4851965""","""CID3685519"""
train,1,"""CNR1788925""","""CID4011056"""
train,1,"""CNR5512485""","""CID4398304"""
train,1,"""CNR8911606""","""CID9325761"""
train,0,"""CNR9103743""","""CID9174877"""
train,1,"""CNR2750551""","""CID9728273"""
train,1,"""CNR6761204""","""CID7716714"""
train,1,"""CNR5108790""","""CID3480176"""
train,0,"""CNR9843958""","""CID2555853"""
train,1,"""CNR2022701""","""CID1633707"""
train,0,"""CNR6575137""","""CID7201800"""
train,1,"""CNR5123889""","""CID4647387"""
train,1,"""CNR9410163""","""CID6744196"""
train,0,"""CNR1080162""","""CID2963378"""
train,1,"""CNR6245266""","""CID3771477"""
train,1,"""CNR6262344""","""CID2711272"""
train,0,"""CNR4648597""","""CID7506867"""
train,1,"""CNR5149192""","""CID3134806"""
train,1,"""CNR3458884""","""CID5410362"""
train,1,"""CNR5140114""","""CID7389216"""
train,1,"""CNR8728790""","""CID9946043"""
train,1,"""CNR6812214""","""CID1600445"""
train,0,"""CNR8519440""","""CID3812074"""
train,1,"""CNR6625507""","""CID1223997"""
train,0,"""CNR3512687""","""CID1669072"""
train,1,"""CNR9843427""","""CID1589916"""
train,1,"""CNR2106111""","""CID1304576"""
train,0,"""CNR2665075""","""CID6310262"""
train,1,"""CNR3240053""","""CID8606762"""
train,0,"""CNR6436651""","""CID6251961"""
train,0,"""CNR1644452""","""CID7139415"""
train,1,"""CNR7278791""","""CID2273666"""
train,1,"""CNR7834827""","""CID2912249"""
train,1,"""CNR3060172""","""CID7407084"""
train,1,"""CNR6332842""","""CID6483672"""
train,1,"""CNR2940986""","""CID2697777"""
train,1,"""CNR8158378""","""CID3854396"""
train,1,"""CNR5002253""","""CID6161315"""
train,0,"""CNR3872478""","""CID6231273"""
train,1,"""CNR1957173""","""CID3702182"""
train,0,"""CNR6823756""","""CID4686136"""
train,1,"""CNR9294367""","""CID7870401"""
train,0,"""CNR3831774""","""CID8864744"""
train,1,"""CNR7330474""","""CID5860340"""
train,0,"""CNR1240163""","""CID6510430"""
train,0,"""CNR3636221""","""CID9745520"""
train,1,"""CNR2012482""","""CID1909173"""
train,1,"""CNR6709230""","""CID6770616"""
train,1,"""CNR2414726""","""CID5036467"""
train,1,"""CNR7858601""","""CID8591554"""
train,1,"""CNR7280883""","""CID4327800"""
train,0,"""CNR1630958""","""CID3425048"""
train,0,"""CNR1174235""","""CID5563545"""
train,1,"""CNR5305805""","""CID2436822"""
train,0,"""CNR8061740""","""CID3900949"""
train,1,"""CNR8315782""","""CID3777517"""
train,1,"""CNR8254327""","""CID6470181"""
train,0,"""CNR5955762""","""CID1408644"""
train,1,"""CNR9981094""","""CID7881213"""
train,0,"""CNR9623661""","""CID1568888"""
train,0,"""CNR8319835""","""CID3728069"""
train,1,"""CNR7336635""","""CID7618496"""
train,1,"""CNR4781857""","""CID8426557"""
train,0,"""CNR3661987""","""CID5419742"""
train,1,"""CNR4754481""","""CID1266870"""
train,0,"""CNR3866225""","""CID4232093"""
train,0,"""CNR4262968""","""CID4806357"""
train,1,"""CNR6052385""","""CID4015437"""
train,1,"""CNR7351979""","""CID2202068"""
train,0,"""CNR4980064""","""CID2369470"""
train,1,"""CNR4557291""","""CID7266606"""
train,0,"""CNR9921098""","""CID6945289"""
train,1,"""CNR3743024""","""CID7150380"""
train,1,"""CNR6557424""","""CID7712700"""
train,0,"""CNR6103186""","""CID7707667"""
train,1,"""CNR2486254""","""CID5889499"""
train,1,"""CNR3046260""","""CID3612450"""
train,1,"""CNR8739460""","""CID7480055"""
train,1,"""CNR5231920""","""CID8948505"""
train,0,"""CNR1977073""","""CID4873941"""
train,1,"""CNR4994405""","""CID1501408"""
train,1,"""CNR2184194""","""CID2182303"""
train,0,"""CNR4394367""","""CID3621132"""
train,1,"""CNR8610437""","""CID7682539"""
train,0,"""CNR9463926""","""CID7874157"""
train,1,"""CNR3680342""","""CID9552854"""
train,0,"""CNR3651577""","""CID6478196"""
train,1,"""CNR4906934""","""CID7830644"""
train,0,"""CNR1656399""","""CID2433487"""
train,1,"""CNR4981751""","""CID8595069"""
train,0,"""CNR5632640""","""CID7779594"""
