tsne1,tsne2,Booking ID,Customer ID
52.460865,16.310553,"""CNR7379794""","""CID3694864"""
54.98597,21.020744,"""CNR2251248""","""CID3537879"""
51.79966,-19.486809,"""CNR8665343""","""CID1983225"""
51.885326,-54.38616,"""CNR1532006""","""CID8391394"""
76.31737,-32.262463,"""CNR3244841""","""CID5145755"""
87.96318,-8.756569,"""CNR3673968""","""CID2321175"""
56.429775,-34.388756,"""CNR1608086""","""CID4290595"""
62.808273,-13.965567,"""CNR4743018""","""CID8986435"""
42.548485,-28.564592,"""CNR1690295""","""CID4153579"""
91.53728,21.278261,"""CNR1018491""","""CID9540841"""
59.790695,-37.70017,"""CNR2273380""","""CID5996515"""
68.16565,29.525858,"""CNR4326228""","""CID1582976"""
50.117603,-55.588604,"""CNR1942897""","""CID1896111"""
35.449966,-2.907824,"""CNR6082514""","""CID7919525"""
101.103806,7.3973784,"""CNR9566660""","""CID4589732"""
37.474434,-45.17746,"""CNR6109209""","""CID2181955"""
45.28309,10.09532,"""CNR4965472""","""CID7645504"""
49.57915,19.1968,"""CNR8623825""","""CID5072302"""
54.054356,53.536957,"""CNR9288353""","""CID3575098"""
51.601646,23.708212,"""CNR3371446""","""CID7268116"""
84.79253,0.13563019,"""CNR4729656""","""CID2582691"""
84.8426,-26.202223,"""CNR2399665""","""CID1613001"""
49.885277,-37.499672,"""CNR7185333""","""CID8656645"""
55.51842,14.776091,"""CNR4005322""","""CID2649288"""
35.769012,33.224236,"""CNR6358296""","""CID7359912"""
97.29151,-4.4156947,"""CNR3230742""","""CID2325377"""
87.53835,-10.173027,"""CNR8562715""","""CID2106549"""
84.64743,24.882452,"""CNR8033897""","""CID1320636"""
86.782745,2.8439376,"""CNR1113777""","""CID2158186"""
52.867546,-14.340585,"""CNR3940363""","""CID8631473"""
46.914692,-51.896526,"""CNR1513824""","""CID1044703"""
36.867897,-34.696842,"""CNR7375626""","""CID2375761"""
66.785446,30.436378,"""CNR6257019""","""CID4910942"""
70.91281,40.21588,"""CNR6241470""","""CID8006592"""
45.850353,-8.3742,"""CNR7130183""","""CID7330343"""
40.682106,10.597836,"""CNR1210216""","""CID6774670"""
53.69694,-52.726543,"""CNR4702660""","""CID9467674"""
88.66127,25.556437,"""CNR6590937""","""CID1531447"""
71.27214,49.8882,"""CNR3430725""","""CID1614884"""
63.651016,43.283806,"""CNR7951854""","""CID9014340"""
38.95679,-34.40454,"""CNR7959707""","""CID4160619"""
61.583855,52.924435,"""CNR4876363""","""CID9484725"""
105.96427,8.344837,"""CNR3772388""","""CID7688348"""
77.25533,-41.39403,"""CNR9203515""","""CID8502239"""
86.444405,3.187526,"""CNR4741323""","""CID7202330"""
70.20082,-40.152447,"""CNR4554808""","""CID8337989"""
75.18998,19.022312,"""CNR6248076""","""CID1399199"""
54.179756,5.575794,"""CNR6324240""","""CID4174195"""
69.477646,0.22268295,"""CNR1493455""","""CID8161804"""
48.665283,-6.2177496,"""CNR8988797""","""CID9664140"""
46.491535,-19.152517,"""CNR3738755""","""CID8121821"""
47.22166,-17.957346,"""CNR2316007""","""CID5222885"""
69.99178,13.914245,"""CNR6445031""","""CID1379648"""
61.020107,-52.065945,"""CNR7570105""","""CID5120114"""
55.00583,-19.172184,"""CNR6390747""","""CID5098814"""
52.744465,-14.720322,"""CNR2929737""","""CID1482000"""
52.33428,-1.0205909,"""CNR4701141""","""CID1852052"""
40.824352,10.230915,"""CNR3700472""","""CID5884615"""
58.3389,18.784916,"""CNR7994626""","""CID1131978"""
66.94738,-17.81654,"""CNR6397679""","""CID7081214"""
47.882874,42.74659,"""CNR8452569""","""CID5202541"""
50.21126,22.191626,"""CNR9140777""","""CID7697748"""
41.46461,-24.241278,"""CNR9938616""","""CID9953232"""
66.3457,-43.830048,"""CNR4298120""","""CID6446623"""
77.976364,-3.086365,"""CNR4330389""","""CID9112014"""
44.771652,31.842457,"""CNR9925002""","""CID3575647"""
107.72507,2.8691041,"""CNR5709447""","""CID3568423"""
67.08508,53.957863,"""CNR8194670""","""CID5538492"""
45.58478,-12.984758,"""CNR1533134""","""CID2477839"""
107.62957,1.1577246,"""CNR1407474""","""CID5523692"""
58.00822,17.935556,"""CNR3180212""","""CID3935823"""
72.65209,4.064973,"""CNR9148707""","""CID2189518"""
68.360504,40.26648,"""CNR6916990""","""CID3133890"""
48.439384,10.155323,"""CNR4214832""","""CID7818575"""
73.43857,-37.22559,"""CNR7574434""","""CID7794345"""
67.36377,48.26757,"""CNR9863984""","""CID5990842"""
99.99502,17.067598,"""CNR4503038""","""CID2684341"""
75.498184,37.76712,"""CNR6645218""","""CID5080761"""
62.05446,-12.079708,"""CNR4126801""","""CID2781805"""
73.20562,49.731438,"""CNR9671624""","""CID2783497"""
36.832916,23.810364,"""CNR2331043""","""CID3006401"""
70.28613,14.202429,"""CNR4357698""","""CID5647127"""
87.93968,-3.5070684,"""CNR1991563""","""CID8118799"""
66.09933,-48.55712,"""CNR7163782""","""CID4508014"""
80.18385,-28.509039,"""CNR7736569""","""CID7656655"""
59.12661,-34.97478,"""CNR9113720""","""CID3131446"""
50.94017,31.19203,"""CNR2670301""","""CID6288571"""
56.521824,-9.1390295,"""CNR7781346""","""CID4580653"""
53.70463,-55.044,"""CNR5965671""","""CID5041861"""
56.069103,19.551985,"""CNR5995629""","""CID5616350"""
47.830647,6.8960986,"""CNR8908921""","""CID8557861"""
70.551636,41.684258,"""CNR6752167""","""CID3706435"""
71.80431,41.916283,"""CNR3271439""","""CID7911701"""
70.41467,14.029253,"""CNR8998468""","""CID9425649"""
104.27405,-9.8907,"""CNR7875175""","""CID9025932"""
75.51128,-34.69553,"""CNR6490670""","""CID9619788"""
38.57274,-7.653557,"""CNR3356127""","""CID4321567"""
99.18787,10.460536,"""CNR6659081""","""CID9786500"""
62.307903,42.001476,"""CNR5409869""","""CID2535520"""
76.62194,31.866581,"""CNR9214990""","""CID6035648"""
87.860146,28.945374,"""CNR1405909""","""CID9565800"""
30.61075,27.577404,"""CNR8915504""","""CID4496809"""
66.17861,-18.466595,"""CNR5402742""","""CID5772385"""
71.9176,0.115419425,"""CNR2429916""","""CID6055173"""
39.614708,-30.498232,"""CNR5730303""","""CID6751104"""
75.51709,-34.689957,"""CNR6085736""","""CID5632542"""
92.93237,14.116053,"""CNR3893061""","""CID5112956"""
87.11599,33.707523,"""CNR6768398""","""CID1111065"""
87.12251,33.89301,"""CNR6610591""","""CID9303875"""
46.212284,35.410065,"""CNR4545769""","""CID3012391"""
50.618713,-2.6400998,"""CNR6161564""","""CID6677143"""
48.707634,-6.385602,"""CNR5139436""","""CID4029389"""
102.393295,12.673408,"""CNR4328550""","""CID5822031"""
87.161575,34.067753,"""CNR5931064""","""CID1006259"""
57.856686,-13.3008375,"""CNR5466357""","""CID2054497"""
87.62372,-28.767311,"""CNR1745749""","""CID5711222"""
66.196625,30.069553,"""CNR4102467""","""CID4915620"""
43.988636,19.896141,"""CNR9808300""","""CID4348675"""
92.66171,5.1739545,"""CNR9483394""","""CID3635833"""
101.57633,-0.66192365,"""CNR5953862""","""CID7320332"""
57.13187,-58.484207,"""CNR8662921""","""CID4937143"""
76.551956,-33.142307,"""CNR9370566""","""CID5901078"""
51.58537,-38.831387,"""CNR1008038""","""CID4233784"""
76.40333,-1.3821249,"""CNR2458786""","""CID7088427"""
103.91279,-11.234496,"""CNR1805534""","""CID4568985"""
63.802803,-11.903685,"""CNR5377732""","""CID2824950"""
92.60447,4.142616,"""CNR7453902""","""CID2417300"""
57.124096,-36.909786,"""CNR6679841""","""CID3324004"""
45.43676,30.138458,"""CNR4878951""","""CID5515271"""
84.47181,-19.58002,"""CNR1253753""","""CID5603865"""
66.84185,-27.56206,"""CNR8685151""","""CID6594528"""
74.288895,5.33285,"""CNR1124216""","""CID1379065"""
32.309246,-47.801716,"""CNR9597617""","""CID5567170"""
52.786446,19.707977,"""CNR7985025""","""CID1325339"""
102.71986,10.138893,"""CNR8622043""","""CID4129811"""
80.37164,-29.545527,"""CNR7437605""","""CID5522180"""
52.904423,-14.509083,"""CNR7626383""","""CID8995011"""
77.800705,2.7829366,"""CNR6816882""","""CID1597704"""
53.60088,-52.320156,"""CNR8632854""","""CID6342110"""
106.82413,-1.1322472,"""CNR4445293""","""CID2128890"""
48.714996,6.0267935,"""CNR7364981""","""CID1634427"""
52.641262,-55.903744,"""CNR2387687""","""CID6172320"""
64.78042,10.85019,"""CNR7676609""","""CID8462139"""
50.058052,6.625216,"""CNR1526355""","""CID4882072"""
85.65486,2.750758,"""CNR9652986""","""CID7537445"""
61.340225,-7.6754,"""CNR2521270""","""CID9587721"""
47.65027,-23.470291,"""CNR2210540""","""CID1375362"""
72.41666,-21.030294,"""CNR8483401""","""CID7710285"""
39.82173,-60.59807,"""CNR1528423""","""CID1319844"""
69.52773,-1.5527959,"""CNR2632761""","""CID2074056"""
36.78379,7.7652936,"""CNR3831615""","""CID8167677"""
53.00835,-44.872078,"""CNR9408759""","""CID7328628"""
70.2672,43.48247,"""CNR1987957""","""CID3108840"""
83.9302,-16.61728,"""CNR5915765""","""CID3243826"""
55.825706,-53.263264,"""CNR5232335""","""CID2059080"""
90.45438,20.778324,"""CNR2181695""","""CID2653291"""
86.530914,2.9615827,"""CNR5505778""","""CID3010506"""
36.201035,-54.42751,"""CNR7166572""","""CID9000777"""
53.405254,21.567812,"""CNR2039189""","""CID4565858"""
44.84338,-46.552433,"""CNR3108661""","""CID4820184"""
91.29008,18.148163,"""CNR9594892""","""CID1485241"""
49.94857,6.5126624,"""CNR1644857""","""CID4459564"""
45.500267,10.206891,"""CNR6651752""","""CID3567377"""
95.25788,-1.6271132,"""CNR8660533""","""CID6713989"""
60.23258,-3.419642,"""CNR7907493""","""CID6368911"""
58.15273,2.2302303,"""CNR5726676""","""CID5608565"""
72.57861,-28.266703,"""CNR7885605""","""CID2178305"""
84.66559,20.248932,"""CNR4805151""","""CID3401928"""
61.394455,-32.691147,"""CNR7946254""","""CID8591571"""
58.141712,9.355926,"""CNR6856380""","""CID6971613"""
50.39847,-19.477499,"""CNR2724248""","""CID9027426"""
76.05807,-34.450836,"""CNR9558473""","""CID4996282"""
70.18851,-40.09672,"""CNR7995509""","""CID2798995"""
87.99137,-8.44991,"""CNR6200157""","""CID4361340"""
44.891975,28.734407,"""CNR9373558""","""CID6756079"""
56.827286,19.872997,"""CNR4607660""","""CID5712809"""
84.13759,25.06069,"""CNR6713043""","""CID1410945"""
93.57571,-23.155344,"""CNR5278923""","""CID9918959"""
78.32094,13.333854,"""CNR1125131""","""CID1167535"""
62.992325,53.05337,"""CNR6166468""","""CID5499583"""
42.84354,26.528208,"""CNR9792376""","""CID2137650"""
42.372047,2.0033574,"""CNR3310804""","""CID7052270"""
77.40893,25.251575,"""CNR3186784""","""CID9280762"""
60.040127,-11.230994,"""CNR4793309""","""CID3217810"""
87.921555,-19.873112,"""CNR2663014""","""CID7207192"""
86.75361,34.682552,"""CNR9169424""","""CID9963469"""
59.76296,-17.961676,"""CNR8571074""","""CID4099100"""
60.233208,-5.0076194,"""CNR6488010""","""CID7047585"""
42.637383,27.531315,"""CNR7859551""","""CID8876197"""
70.267395,12.095502,"""CNR6397167""","""CID6730872"""
78.06451,-26.920193,"""CNR1492550""","""CID3886279"""
48.523003,-18.123528,"""CNR5989108""","""CID9820809"""
62.932854,22.451054,"""CNR9135891""","""CID2608537"""
32.578735,9.98999,"""CNR7898238""","""CID5528740"""
96.03496,19.766413,"""CNR4768186""","""CID4103622"""
103.831856,12.972409,"""CNR2560594""","""CID3680808"""
65.97371,-31.083845,"""CNR1963056""","""CID6340992"""
86.781006,-4.899557,"""CNR8769837""","""CID1702102"""
86.77745,34.657654,"""CNR5408733""","""CID3484626"""
65.47955,35.755417,"""CNR8090103""","""CID8957255"""
63.294186,-8.849566,"""CNR1864548""","""CID7582468"""
83.4341,-0.6574579,"""CNR8297586""","""CID4436945"""
87.1831,34.051716,"""CNR8912836""","""CID2168160"""
34.91658,-34.84938,"""CNR8456069""","""CID4395399"""
93.16219,18.632517,"""CNR3678356""","""CID3011148"""
71.13053,-21.133303,"""CNR9608327""","""CID5918279"""
48.238224,22.283968,"""CNR4990855""","""CID9065650"""
68.73404,-26.824934,"""CNR2873518""","""CID4729102"""
74.17364,-12.730941,"""CNR9932560""","""CID5859657"""
45.893818,-19.34205,"""CNR7980654""","""CID7042316"""
57.023777,19.909477,"""CNR8363501""","""CID6768109"""
58.915245,-46.146698,"""CNR3207865""","""CID2681485"""
46.230392,10.416546,"""CNR3672466""","""CID3254456"""
56.370148,-34.29068,"""CNR9572763""","""CID6542514"""
51.584377,33.071754,"""CNR3751605""","""CID8103016"""
45.533894,-43.580807,"""CNR3335925""","""CID3797342"""
58.241364,-24.009487,"""CNR3546228""","""CID2128921"""
92.46391,25.090094,"""CNR2825412""","""CID4051766"""
57.7552,42.81765,"""CNR5351120""","""CID4223917"""
36.58165,-6.7520046,"""CNR1086201""","""CID9594043"""
51.679375,-41.03717,"""CNR8570018""","""CID3119161"""
25.415207,-33.602123,"""CNR8648775""","""CID9215658"""
62.06175,-13.758839,"""CNR4351913""","""CID4564458"""
55.118156,19.403227,"""CNR9976436""","""CID4589460"""
38.186745,5.4983234,"""CNR9172684""","""CID4281813"""
39.81229,-40.08394,"""CNR4575113""","""CID6397492"""
41.259167,-23.855122,"""CNR9295583""","""CID9871845"""
65.94943,-44.546745,"""CNR2143313""","""CID7957552"""
94.201004,-12.498017,"""CNR4904749""","""CID9931643"""
46.860622,-21.324253,"""CNR9854617""","""CID8406752"""
58.0698,16.383867,"""CNR6495760""","""CID3816406"""
95.16419,1.9538219,"""CNR2683987""","""CID3471383"""
43.072586,-64.61032,"""CNR6969834""","""CID3605760"""
77.94539,39.44264,"""CNR3123088""","""CID3275847"""
71.54404,24.792547,"""CNR6775697""","""CID3167202"""
55.937366,-56.046757,"""CNR2919843""","""CID8078355"""
58.164185,49.0003,"""CNR1075939""","""CID2150071"""
84.07232,10.993963,"""CNR7941375""","""CID1732932"""
51.32563,-27.544065,"""CNR8375502""","""CID5790465"""
48.36146,-6.538341,"""CNR2675704""","""CID4311129"""
87.5487,-3.3135898,"""CNR3195848""","""CID6647776"""
51.692047,-28.185505,"""CNR4549110""","""CID9338655"""
70.299194,-44.63197,"""CNR1834168""","""CID3818056"""
54.70898,-20.874653,"""CNR3210902""","""CID5844777"""
68.43611,-35.013756,"""CNR2303268""","""CID4088284"""
84.698746,0.10836206,"""CNR2103155""","""CID8143890"""
91.75674,-1.1763579,"""CNR8336216""","""CID4824935"""
44.244274,20.829294,"""CNR4112095""","""CID8851614"""
79.59236,-28.869022,"""CNR2714555""","""CID1778907"""
59.847904,-37.88914,"""CNR7196203""","""CID9249371"""
80.80159,18.706078,"""CNR5362111""","""CID8111608"""
36.13688,23.005474,"""CNR5518444""","""CID8890203"""
54.99622,40.526413,"""CNR2118096""","""CID6366168"""
45.503677,-2.930946,"""CNR2018417""","""CID6398834"""
76.04491,-18.001202,"""CNR7012088""","""CID1160675"""
41.71195,28.72933,"""CNR3941037""","""CID3600877"""
59.84315,-51.773815,"""CNR4029440""","""CID3051486"""
65.369965,49.604816,"""CNR6559428""","""CID6603541"""
35.204685,-1.6569419,"""CNR7010288""","""CID5357657"""
56.82398,-45.065914,"""CNR8951094""","""CID8855838"""
74.918274,34.717957,"""CNR6777694""","""CID3361194"""
82.4106,-32.20929,"""CNR6076690""","""CID7270448"""
