idx1,idx2,distance,sample_count
1108.0,1591.0,4.637102867388133,2.0
646.0,750.0,4.6389787879136195,2.0
3305.0,3366.0,4.640006352456352,2.0
4937.0,4954.0,4.643691383711742,2.0
1402.0,5209.0,4.644073386880933,3.0
2959.0,3022.0,4.650163308798922,2.0
2858.0,5091.0,4.650531588255243,3.0
1886.0,2092.0,4.655168704520873,2.0
370.0,1033.0,4.656078967621849,2.0
1280.0,1619.0,4.6583087604658004,2.0
4411.0,4418.0,4.663461148116185,2.0
232.0,1055.0,4.678782985861205,2.0
1232.0,1450.0,4.68088546883928,2.0
3674.0,5098.0,4.680999374192001,3.0
4515.0,4572.0,4.688274995692246,2.0
181.0,773.0,4.692691160903778,2.0
4561.0,5165.0,4.6931597440446975,3.0
2273.0,2494.0,4.700530216550175,2.0
4367.0,4539.0,4.7026331658902985,2.0
2409.0,3036.0,4.703608503997451,2.0
330.0,1001.0,4.708846170607582,2.0
138.0,897.0,4.713168906295936,2.0
3337.0,3711.0,4.7191663288112915,2.0
1136.0,2051.0,4.722901573869821,2.0
4316.0,4842.0,4.7229313604609535,2.0
4114.0,5141.0,4.723727387374689,4.0
121.0,297.0,4.728357615869419,2.0
3627.0,3962.0,4.732811770501855,2.0
3299.0,3365.0,4.737337705729573,2.0
458.0,1035.0,4.738806314732659,2.0
512.0,870.0,4.745439519344846,2.0
63.0,881.0,4.754546676052517,2.0
1224.0,1362.0,4.75717311805441,2.0
1348.0,1935.0,4.764877339756491,2.0
4351.0,4852.0,4.765745003375284,2.0
105.0,566.0,4.768341675164194,2.0
2877.0,5008.0,4.776144274256778,3.0
2705.0,2902.0,4.776436966634767,2.0
1395.0,1531.0,4.7769616060797935,2.0
4729.0,4821.0,4.77757259114979,2.0
1308.0,1311.0,4.7783361784966365,2.0
4376.0,4992.0,4.780676754689923,2.0
428.0,692.0,4.79192184992362,2.0
349.0,451.0,4.792804016844229,2.0
3319.0,3546.0,4.794607019954748,2.0
3505.0,3982.0,4.797813733754977,2.0
4816.0,4858.0,4.7988097774486445,2.0
4435.0,4934.0,4.7999564179689305,2.0
2294.0,2608.0,4.80506632565731,2.0
4284.0,4823.0,4.811332822211598,2.0
3414.0,4205.0,4.815174091130385,2.0
2133.0,2387.0,4.821357622579381,2.0
4756.0,4784.0,4.825903249906532,2.0
3968.0,4078.0,4.827717242937347,2.0
4517.0,4557.0,4.842628209490037,2.0
3294.0,3679.0,4.84476190673643,2.0
3596.0,3838.0,4.846925107323698,2.0
2555.0,3103.0,4.848544625488858,2.0
2218.0,2419.0,4.8521915038930565,2.0
4920.0,4922.0,4.853885463201281,2.0
3328.0,3442.0,4.854098385106997,2.0
3457.0,3946.0,4.857809334543736,2.0
4916.0,5043.0,4.8579814996982025,3.0
847.0,951.0,4.862716397519909,2.0
568.0,583.0,4.864693691313641,2.0
2299.0,2436.0,4.8649536394149075,2.0
3054.0,3134.0,4.868859125915839,2.0
4087.0,5016.0,4.875687484671407,3.0
4421.0,5063.0,4.889044696654074,3.0
1178.0,1720.0,4.892750870746726,2.0
2308.0,2835.0,4.894541494022458,2.0
4868.0,4997.0,4.899559662425032,2.0
3568.0,4092.0,4.908592706099441,2.0
1241.0,1744.0,4.917816217901851,2.0
2116.0,5196.0,4.92539970716192,3.0
2293.0,2334.0,4.928125279184247,2.0
261.0,862.0,4.931672067187629,2.0
4262.0,4483.0,4.931820999048784,2.0
894.0,5238.0,4.935630690118362,3.0
4607.0,4705.0,4.938619659800718,2.0
31.0,759.0,4.939538200615915,2.0
3270.0,3559.0,4.949630206150399,2.0
4310.0,4984.0,4.952164378386679,2.0
131.0,466.0,4.952229137918408,2.0
2577.0,3092.0,4.954456404135623,2.0
4583.0,4964.0,4.957408318095054,2.0
3416.0,3521.0,4.957972854188692,2.0
4362.0,4532.0,4.961842680515095,2.0
818.0,5113.0,4.964051053836069,3.0
2108.0,2477.0,4.969961088653554,2.0
3660.0,3816.0,4.970570925653759,2.0
3142.0,5108.0,4.971920897559844,3.0
3180.0,3605.0,4.972204447630072,2.0
992.0,5028.0,4.974542097117108,3.0
136.0,863.0,4.974840599172862,2.0
307.0,385.0,4.981332705284332,2.0
2163.0,2274.0,4.984122235854987,2.0
1173.0,2083.0,4.984771530908344,2.0
1179.0,1405.0,4.986648349905384,2.0
3196.0,5107.0,4.989830695057237,3.0
4312.0,4332.0,4.990948896537251,2.0
2495.0,2793.0,4.994480576327257,2.0
748.0,916.0,4.995238087055705,2.0
824.0,1002.0,4.9953129968943735,2.0
1380.0,1429.0,4.995890403767084,2.0
2228.0,2656.0,4.997041618338221,2.0
236.0,344.0,5.001851244338013,2.0
525.0,730.0,5.006009477720407,2.0
1472.0,5020.0,5.0074002945756675,3.0
1104.0,1133.0,5.016610088315956,2.0
3247.0,3834.0,5.031845627236151,2.0
3582.0,3864.0,5.046012382579175,2.0
164.0,536.0,5.0483002791915785,2.0
77.0,990.0,5.048502598684745,2.0
4281.0,4289.0,5.052895804793874,2.0
3553.0,3965.0,5.054059312036501,2.0
3759.0,4064.0,5.060648271101551,2.0
1088.0,1125.0,5.062588671686219,2.0
1780.0,1961.0,5.064181574318654,2.0
1097.0,2063.0,5.064763089022205,2.0
2525.0,2556.0,5.082865737241199,2.0
2156.0,2859.0,5.086706532997041,2.0
499.0,983.0,5.091946687999875,2.0
3648.0,3802.0,5.100132511613875,2.0
1596.0,4904.0,5.101115631784607,2.0
3340.0,4198.0,5.1014511769873225,2.0
3163.0,3368.0,5.120614529306493,2.0
2410.0,2745.0,5.123026601246135,2.0
2252.0,2591.0,5.124032375980551,2.0
296.0,601.0,5.129984104416543,2.0
1219.0,1544.0,5.131545844027784,2.0
250.0,353.0,5.141530043972301,2.0
2905.0,5012.0,5.145194584357269,3.0
4300.0,4430.0,5.14990086255834,2.0
1297.0,1615.0,5.150017890053286,2.0
1919.0,1999.0,5.150081758493727,2.0
2113.0,2124.0,5.152638976086191,2.0
1287.0,1327.0,5.153735231006441,2.0
3603.0,3748.0,5.163058010995911,2.0
4267.0,4757.0,5.164220445311374,2.0
2765.0,3003.0,5.170617692781806,2.0
2956.0,4511.0,5.1710963269985175,2.0
3548.0,3681.0,5.1773144327241765,2.0
2204.0,2834.0,5.177700838753186,2.0
3467.0,3600.0,5.179068367730352,2.0
3160.0,3255.0,5.183028983388661,2.0
3655.0,4209.0,5.191006366767718,2.0
3437.0,3923.0,5.19514795397849,2.0
511.0,857.0,5.195461965392794,2.0
1128.0,1184.0,5.195574265875829,2.0
66.0,761.0,5.197201915267624,2.0
3283.0,5072.0,5.2020696034188765,3.0
3167.0,5083.0,5.20293242619837,3.0
4098.0,4101.0,5.207322030040286,2.0
4277.0,4886.0,5.219374596389106,2.0
1199.0,1623.0,5.221662939255814,2.0
1552.0,1973.0,5.224948239778096,2.0
2010.0,5119.0,5.233606945661355,3.0
112.0,793.0,5.2352390537716325,2.0
1425.0,1789.0,5.238383484566677,2.0
4761.0,5085.0,5.242360583663786,3.0
2625.0,2870.0,5.248020832429501,2.0
1473.0,5271.0,5.249085237142018,3.0
3611.0,3989.0,5.254840742288791,2.0
305.0,391.0,5.255599626801583,2.0
1140.0,1539.0,5.255819804539064,2.0
49.0,570.0,5.260841694317511,2.0
88.0,873.0,5.261679703813901,2.0
1771.0,4746.0,5.262383288975526,2.0
1687.0,5213.0,5.273875600683038,3.0
199.0,5297.0,5.277392767317238,3.0
2333.0,2712.0,5.280479834755864,2.0
577.0,859.0,5.28632699068048,2.0
3791.0,3969.0,5.2895512784969485,2.0
782.0,911.0,5.29039483583888,2.0
1102.0,1673.0,5.293021038143811,2.0
242.0,403.0,5.297326381075896,2.0
2278.0,2642.0,5.2997129278763175,2.0
687.0,1026.0,5.305487584173252,2.0
4521.0,4957.0,5.306858155555275,2.0
2810.0,2945.0,5.315241090909191,2.0
3780.0,3784.0,5.31740492740772,2.0
3476.0,3985.0,5.317661995605922,2.0
4428.0,4824.0,5.318224250827094,2.0
4493.0,4979.0,5.318811671190172,2.0
1332.0,2028.0,5.325329842548784,2.0
50.0,700.0,5.32772001198363,2.0
3363.0,5082.0,5.327720733653015,3.0
1135.0,1417.0,5.331900000525912,2.0
1177.0,1386.0,5.335424078859124,2.0
2421.0,2731.0,5.335577987257147,2.0
3542.0,3593.0,5.34400779940749,2.0
3612.0,5318.0,5.353450604274869,3.0
3231.0,3824.0,5.354422070006261,2.0
4297.0,4384.0,5.354478405584899,2.0
1352.0,1781.0,5.362050000208376,2.0
1123.0,1339.0,5.36262621901492,2.0
9.0,5018.0,5.375037960984324,3.0
4307.0,4770.0,5.37686489120795,2.0
4972.0,5226.0,5.377297171759095,3.0
1407.0,1528.0,5.37764364804084,2.0
657.0,1038.0,5.380416674520935,2.0
205.0,5187.0,5.381681251659414,3.0
3434.0,5006.0,5.382171603106638,3.0
708.0,5093.0,5.394294483160461,3.0
1370.0,1551.0,5.394986810309445,2.0
3224.0,4190.0,5.397230268461586,2.0
1053.0,5046.0,5.401366671192687,3.0
2354.0,5358.0,5.404037215045265,3.0
263.0,400.0,5.4042820175301305,2.0
3840.0,4104.0,5.404465521671155,2.0
39.0,187.0,5.4074168092055075,2.0
275.0,372.0,5.411395259878504,2.0
3924.0,4218.0,5.419719593197907,2.0
2195.0,3085.0,5.42296221039886,2.0
1080.0,5158.0,5.424616542382236,3.0
2493.0,2843.0,5.42491345382459,2.0
1594.0,5125.0,5.442046813998918,3.0
3274.0,3919.0,5.444419417043048,2.0
1132.0,1476.0,5.451918819487907,2.0
2277.0,3014.0,5.453118262718802,2.0
2480.0,3045.0,5.454507490055296,2.0
34.0,5128.0,5.456865099952867,3.0
3725.0,3874.0,5.461633927508376,2.0
83.0,491.0,5.462302580005953,2.0
2127.0,2880.0,5.46267236744252,2.0
558.0,679.0,5.463191072045511,2.0
3851.0,4002.0,5.466188896159303,2.0
350.0,5179.0,5.468688955257799,3.0
1103.0,1967.0,5.470445423054088,2.0
3616.0,4001.0,5.4719064781601805,2.0
4598.0,4891.0,5.473106961562469,2.0
4575.0,4605.0,5.473271024100539,2.0
2610.0,2618.0,5.473900410957674,2.0
156.0,1007.0,5.4774458821885705,2.0
2167.0,2347.0,5.481535345969727,2.0
1294.0,1647.0,5.483711597396404,2.0
1443.0,5146.0,5.485583043739549,3.0
1600.0,5229.0,5.4944287580566415,3.0
1474.0,1925.0,5.497100479581273,2.0
554.0,5172.0,5.498236079967896,3.0
2340.0,3033.0,5.499430961454478,2.0
241.0,812.0,5.499490648654376,2.0
3508.0,4071.0,5.501824278769074,2.0
4363.0,4953.0,5.506931500709145,2.0
223.0,891.0,5.507235115601357,2.0
2282.0,2390.0,5.5141176616756145,2.0
691.0,5207.0,5.514393593656626,3.0
1110.0,1444.0,5.519967614465245,2.0
4305.0,4781.0,5.526614272832777,2.0
1530.0,1812.0,5.532956562181783,2.0
2243.0,2510.0,5.537684018359681,2.0
3590.0,3819.0,5.54106367007127,2.0
1312.0,1490.0,5.550039001134077,2.0
1419.0,1847.0,5.55302412860552,2.0
4298.0,4935.0,5.558080294655887,2.0
1307.0,1752.0,5.559608861399353,2.0
703.0,839.0,5.560335504822949,2.0
298.0,751.0,5.56658822387124,2.0
4051.0,4139.0,5.5689841025285025,2.0
552.0,5014.0,5.572792424167964,3.0
302.0,610.0,5.575719729420265,2.0
286.0,752.0,5.5762020686452125,2.0
3044.0,3147.0,5.577585095334522,2.0
4344.0,4439.0,5.57992507541458,2.0
201.0,433.0,5.581595786323758,2.0
1323.0,1954.0,5.583027041693994,2.0
1399.0,1730.0,5.58534592484093,2.0
4486.0,4845.0,5.601757993477781,2.0
4288.0,4754.0,5.604915672770633,2.0
1697.0,1764.0,5.605291334653156,2.0
4294.0,5456.0,5.606417492164698,3.0
257.0,359.0,5.6065215787289375,2.0
3804.0,4224.0,5.611926706223004,2.0
1659.0,1660.0,5.618102194123017,2.0
1320.0,1829.0,5.625145966586068,2.0
4619.0,5137.0,5.625901771731827,3.0
175.0,255.0,5.630414358008157,2.0
80.0,152.0,5.6316134582636606,2.0
4232.0,4691.0,5.636213899625898,2.0
488.0,971.0,5.6379250058988335,2.0
446.0,780.0,5.639479964218412,2.0
4495.0,4720.0,5.655439868580036,2.0
2332.0,2840.0,5.657675860752597,2.0
3060.0,5026.0,5.659206559332082,3.0
1335.0,5232.0,5.662016553626768,3.0
3235.0,3657.0,5.662335502073824,2.0
337.0,431.0,5.664403195738248,2.0
176.0,928.0,5.665375227267712,2.0
4293.0,4765.0,5.670959964659961,2.0
2777.0,2836.0,5.674995992368892,2.0
3158.0,4196.0,5.682890660297124,2.0
1400.0,1496.0,5.684011216051538,2.0
3841.0,5443.0,5.686504284051804,3.0
93.0,509.0,5.687106884467589,2.0
3350.0,3806.0,5.6892750752327315,2.0
4099.0,4176.0,5.691703733901998,2.0
1237.0,5003.0,5.695944517861378,3.0
1510.0,1611.0,5.6981327862310875,2.0
3406.0,3459.0,5.698279464705248,2.0
2752.0,5433.0,5.698994271426165,3.0
1186.0,1727.0,5.704692981350003,2.0
1487.0,1840.0,5.705158590934933,2.0
1072.0,5302.0,5.706009652279892,3.0
5053.0,5327.0,5.711573427100426,4.0
3827.0,3995.0,5.714552326016924,2.0
2744.0,2939.0,5.730800529203986,2.0
2312.0,2551.0,5.734826687663092,2.0
4712.0,5114.0,5.740703967542388,3.0
4536.0,4698.0,5.740858129326208,2.0
1681.0,2020.0,5.744620562275015,2.0
10.0,1044.0,5.745468734228496,2.0
3289.0,3444.0,5.7462787613760415,2.0
2268.0,2869.0,5.7463613326353045,2.0
3335.0,4217.0,5.746764048815936,2.0
2256.0,2770.0,5.747474778355386,2.0
3903.0,5058.0,5.7554311151127715,3.0
2368.0,2633.0,5.7562720341338025,2.0
4445.0,4540.0,5.757116987816945,2.0
1120.0,1200.0,5.759223983816989,2.0
3792.0,4116.0,5.760177314200009,2.0
365.0,630.0,5.763662906881484,2.0
1260.0,1377.0,5.763749934938077,2.0
387.0,925.0,5.7677032972095095,2.0
4243.0,4422.0,5.77307454349764,2.0
264.0,939.0,5.778631093115682,2.0
2271.0,2594.0,5.782155494628246,2.0
1826.0,4029.0,5.784960524938491,2.0
303.0,5243.0,5.785991086363992,3.0
4383.0,4533.0,5.78610228506358,2.0
2536.0,2972.0,5.7861484823977785,2.0
1150.0,1754.0,5.786577105159213,2.0
2684.0,2812.0,5.792723209776849,2.0
1435.0,1609.0,5.794340579182004,2.0
2975.0,5033.0,5.798009845332627,3.0
2275.0,3043.0,5.798090719965796,2.0
2104.0,3153.0,5.798655815171,2.0
1214.0,1489.0,5.806037262387662,2.0
98.0,102.0,5.806859723983073,2.0
4265.0,4994.0,5.807967116176104,2.0
2300.0,2323.0,5.810357664033793,2.0
159.0,5522.0,5.812226573788815,4.0
2534.0,2983.0,5.8124160485188625,2.0
5075.0,5273.0,5.8127199249428765,4.0
51.0,277.0,5.814952779684,2.0
4231.0,4833.0,5.8209417388701405,2.0
43.0,1029.0,5.822582905744687,2.0
3726.0,4119.0,5.823895996776512,2.0
273.0,311.0,5.824276044952912,2.0
407.0,5282.0,5.847918712167374,3.0
2423.0,3093.0,5.851198280933947,2.0
1699.0,2074.0,5.851624553012025,2.0
1545.0,5131.0,5.855510765287871,3.0
3375.0,3837.0,5.857133115994427,2.0
35.0,1009.0,5.857507234067522,2.0
3303.0,5475.0,5.8618196894254995,3.0
169.0,262.0,5.863110204322457,2.0
1739.0,1794.0,5.865778768858001,2.0
3349.0,4146.0,5.870745070222801,2.0
4767.0,4998.0,5.872605318926282,2.0
3248.0,3401.0,5.872801399730767,2.0
55.0,813.0,5.874271165472537,2.0
358.0,5587.0,5.874506645520238,3.0
235.0,462.0,5.874626226566816,2.0
2619.0,5144.0,5.878539117212534,3.0
334.0,5190.0,5.878805265767334,3.0
2552.0,5037.0,5.884927632605417,3.0
4841.0,4888.0,5.885818345874313,2.0
1640.0,5447.0,5.8899421838634725,3.0
4711.0,4737.0,5.890743834825497,2.0
2492.0,2962.0,5.897155477765698,2.0
5122.0,5329.0,5.89763344640746,5.0
1916.0,5025.0,5.897681228588256,3.0
4234.0,4641.0,5.898333567795873,2.0
82.0,627.0,5.898413375451644,2.0
1340.0,1709.0,5.906004762166141,2.0
4342.0,5081.0,5.908356371576119,3.0
116.0,5325.0,5.908375488845152,3.0
