is_outlier,anomaly_score,Booking ID,Customer ID
0,-0.4023455488316071,"""CNR1984811""","""CID6701334"""
0,-0.4047717735053095,"""CNR7036055""","""CID7359512"""
0,-0.42550541824442156,"""CNR3449107""","""CID8684841"""
0,-0.4775247549468389,"""CNR6919653""","""CID5736754"""
0,-0.40974559120867626,"""CNR8504461""","""CID3984123"""
0,-0.4259682914433908,"""CNR3712671""","""CID5160108"""
0,-0.4095263468018214,"""CNR8819329""","""CID6695773"""
0,-0.3937516372852867,"""CNR3734278""","""CID6462328"""
0,-0.4235217129471099,"""CNR2472864""","""CID7156852"""
1,-0.5890760367858456,"""CNR3239651""","""CID9573465"""
0,-0.39933676759966213,"""CNR2646387""","""CID8652330"""
0,-0.44337951562608474,"""CNR4724814""","""CID1251463"""
0,-0.4069233867428151,"""CNR2200152""","""CID6635464"""
0,-0.4675639422475261,"""CNR5060137""","""CID2961093"""
0,-0.40853354205483156,"""CNR9291876""","""CID9026677"""
0,-0.41748276978067633,"""CNR4212658""","""CID5774800"""
1,-0.6312630692847474,"""CNR7677229""","""CID8986725"""
0,-0.4269799533092887,"""CNR4092218""","""CID5726360"""
0,-0.4643908810875322,"""CNR8034979""","""CID1915443"""
0,-0.42085440527453977,"""CNR7228014""","""CID3515824"""
0,-0.44373227909628404,"""CNR1435581""","""CID1856576"""
0,-0.3834735153948987,"""CNR5373942""","""CID7792143"""
0,-0.402442161198351,"""CNR3434703""","""CID3333217"""
0,-0.4383852400040459,"""CNR6987620""","""CID3121337"""
0,-0.40286886944581696,"""CNR4132145""","""CID5140786"""
0,-0.4349242023902525,"""CNR8207805""","""CID6685791"""
0,-0.41726311629687596,"""CNR1438443""","""CID5468663"""
0,-0.4918287078227455,"""CNR6129081""","""CID2998238"""
0,-0.4949880119581952,"""CNR1361929""","""CID9052724"""
0,-0.388422658635329,"""CNR2687237""","""CID4887972"""
0,-0.4098839933801257,"""CNR7486337""","""CID8581638"""
0,-0.4723512442392393,"""CNR4269906""","""CID9683944"""
0,-0.40797877965808166,"""CNR1224347""","""CID5493342"""
0,-0.4336295361162581,"""CNR1401386""","""CID2154950"""
0,-0.4804625755608046,"""CNR2013487""","""CID4175153"""
0,-0.40589622965117095,"""CNR7409512""","""CID5474366"""
0,-0.4213204733669953,"""CNR7658099""","""CID8951576"""
0,-0.40647485561041924,"""CNR1980045""","""CID9418411"""
0,-0.42485873460096923,"""CNR8584951""","""CID2820460"""
0,-0.38755829315392354,"""CNR2607733""","""CID5637874"""
0,-0.39604723618210186,"""CNR6693847""","""CID6386344"""
0,-0.38550474413972124,"""CNR9749627""","""CID3065827"""
0,-0.367683246024483,"""CNR1706908""","""CID1807270"""
0,-0.45371311848606793,"""CNR6236514""","""CID3761463"""
0,-0.42422492440293474,"""CNR9048385""","""CID5242973"""
0,-0.4410416334603463,"""CNR1903168""","""CID1051794"""
0,-0.3954216490462142,"""CNR2922907""","""CID4507250"""
0,-0.5084518173965629,"""CNR7621341""","""CID1429306"""
0,-0.3693180905582485,"""CNR5803828""","""CID1039074"""
1,-0.5626732895196,"""CNR4868713""","""CID2089650"""
0,-0.40154711723973197,"""CNR2575334""","""CID7330180"""
0,-0.476279124690414,"""CNR3841045""","""CID1210899"""
0,-0.4856057566134954,"""CNR5265040""","""CID3076700"""
0,-0.4092381053778723,"""CNR8112878""","""CID4809063"""
0,-0.4267829558582391,"""CNR4617937""","""CID7348314"""
0,-0.4055663922131977,"""CNR7311169""","""CID2529885"""
0,-0.4066588402113323,"""CNR7340396""","""CID7334750"""
0,-0.4547919708110341,"""CNR4259279""","""CID7993999"""
0,-0.40558562280651267,"""CNR7554746""","""CID3234126"""
0,-0.4180598357232729,"""CNR9430550""","""CID3901448"""
0,-0.38062821356336046,"""CNR9984761""","""CID1201304"""
0,-0.40176723875743303,"""CNR4112922""","""CID8248967"""
0,-0.43323018425611703,"""CNR5939223""","""CID1109267"""
0,-0.37423796402427684,"""CNR7645307""","""CID6238168"""
0,-0.3997023048322025,"""CNR4722464""","""CID7557487"""
0,-0.45442181986948316,"""CNR3191144""","""CID5636263"""
0,-0.40101374181129856,"""CNR4720063""","""CID1461597"""
0,-0.3781966649699781,"""CNR6216825""","""CID3685295"""
0,-0.45179042634910066,"""CNR5314934""","""CID1026547"""
0,-0.46899710159801566,"""CNR5517193""","""CID9143442"""
0,-0.4242297577855058,"""CNR8412946""","""CID7723858"""
0,-0.46850579933255965,"""CNR1867567""","""CID6010303"""
0,-0.39645048370698743,"""CNR3455701""","""CID9643714"""
0,-0.4041553868180653,"""CNR5149854""","""CID9975388"""
0,-0.42105636522488343,"""CNR6027511""","""CID6080643"""
0,-0.4609641057079856,"""CNR4569804""","""CID8474448"""
0,-0.4142122167289123,"""CNR7585582""","""CID1607386"""
0,-0.461296184174225,"""CNR5534901""","""CID9231793"""
0,-0.4038488497133114,"""CNR5784218""","""CID1814194"""
0,-0.43441972579400906,"""CNR6349771""","""CID5577961"""
0,-0.41328469380982397,"""CNR3708287""","""CID2958217"""
0,-0.38847474638948337,"""CNR8365625""","""CID4463605"""
0,-0.43224234588761373,"""CNR7435840""","""CID9084957"""
0,-0.4238110194087049,"""CNR8577529""","""CID8121948"""
0,-0.4110863224636971,"""CNR6158921""","""CID4203688"""
0,-0.4973674486573408,"""CNR7484371""","""CID7265108"""
0,-0.44948519728607383,"""CNR9301716""","""CID4647277"""
0,-0.4121713041325758,"""CNR1801249""","""CID2012161"""
1,-0.6023757855473006,"""CNR5712520""","""CID8152575"""
0,-0.44262949163516546,"""CNR1038498""","""CID6242930"""
0,-0.4147556114479134,"""CNR2395349""","""CID3389825"""
0,-0.437204785539938,"""CNR4896767""","""CID6418422"""
0,-0.44309770361731826,"""CNR5047025""","""CID6365387"""
0,-0.3850912680946344,"""CNR7514462""","""CID5973257"""
0,-0.4035865646964099,"""CNR5269641""","""CID8225890"""
0,-0.4386997614416957,"""CNR9927786""","""CID8378909"""
0,-0.4319246045357335,"""CNR9619867""","""CID9032039"""
0,-0.4391628930520375,"""CNR7250271""","""CID9448818"""
0,-0.3967980976778025,"""CNR5629774""","""CID8747096"""
0,-0.5222408112701251,"""CNR4578797""","""CID1104786"""
0,-0.43638752888241816,"""CNR5277125""","""CID7166980"""
0,-0.42326130469780826,"""CNR2343017""","""CID9190683"""
1,-0.5650935241113721,"""CNR4356773""","""CID9031824"""
0,-0.423637461405947,"""CNR1050716""","""CID3789359"""
0,-0.3896633248487016,"""CNR7850961""","""CID5103518"""
0,-0.519606338199646,"""CNR1254363""","""CID9092173"""
0,-0.4004667412085583,"""CNR6569789""","""CID3372949"""
0,-0.4588858357264933,"""CNR6092310""","""CID4998701"""
0,-0.4067172829142249,"""CNR2742692""","""CID6825812"""
0,-0.42777776916414095,"""CNR7165550""","""CID7694379"""
0,-0.44664140486361187,"""CNR9101826""","""CID1875498"""
0,-0.4060021105656984,"""CNR7054338""","""CID5302286"""
0,-0.44675390962723227,"""CNR5871454""","""CID8316899"""
0,-0.5128023878120801,"""CNR4399523""","""CID2089022"""
0,-0.4623333385382987,"""CNR9707820""","""CID2183387"""
0,-0.3690408613830153,"""CNR2693001""","""CID1889689"""
0,-0.5206814632501556,"""CNR3363167""","""CID8741995"""
0,-0.4603742444878647,"""CNR9573367""","""CID7080252"""
0,-0.41004278233979735,"""CNR4563554""","""CID3656786"""
0,-0.47361063441936896,"""CNR3121090""","""CID1670641"""
0,-0.4972559581383865,"""CNR2969701""","""CID1401223"""
0,-0.3704409507983264,"""CNR3590282""","""CID7281467"""
0,-0.4021832376275635,"""CNR5792733""","""CID2894784"""
0,-0.39263063354764755,"""CNR7417036""","""CID8283589"""
0,-0.4044051439118058,"""CNR7957879""","""CID3277993"""
0,-0.4754587992539798,"""CNR3649243""","""CID2049171"""
0,-0.44849242013822205,"""CNR8918353""","""CID4955715"""
0,-0.44748967252151595,"""CNR1343265""","""CID2749175"""
0,-0.5034504840753635,"""CNR1390232""","""CID6307524"""
0,-0.5063563979263699,"""CNR3047231""","""CID5464558"""
0,-0.4078831206014557,"""CNR5380412""","""CID8125937"""
0,-0.3937734415231164,"""CNR4886117""","""CID2026490"""
0,-0.401901554354138,"""CNR1155206""","""CID3865002"""
0,-0.37979723995582604,"""CNR7623737""","""CID6954811"""
0,-0.3899543063629238,"""CNR5468556""","""CID4533250"""
0,-0.4842402978161232,"""CNR8037805""","""CID2099192"""
0,-0.4628673289798949,"""CNR5137585""","""CID3906781"""
0,-0.39366130103974895,"""CNR5622847""","""CID7679264"""
0,-0.4206640951490781,"""CNR4461457""","""CID8192836"""
0,-0.43599903112819527,"""CNR3788830""","""CID1892630"""
0,-0.4566437829705687,"""CNR8254837""","""CID5350125"""
0,-0.5020809731879518,"""CNR5483670""","""CID3570152"""
0,-0.3959097698287022,"""CNR7372127""","""CID2108992"""
0,-0.44544675656668575,"""CNR5166870""","""CID9712348"""
0,-0.47543972567325876,"""CNR1915557""","""CID8572565"""
0,-0.42604165275791744,"""CNR3460247""","""CID7449191"""
0,-0.41943955067735916,"""CNR8192412""","""CID3617414"""
0,-0.36478046760610694,"""CNR7439127""","""CID2424398"""
0,-0.4567432433269215,"""CNR3712135""","""CID7174383"""
0,-0.5067652341143664,"""CNR1675599""","""CID9232923"""
0,-0.45715528274894685,"""CNR1935772""","""CID2909332"""
0,-0.37381283726025805,"""CNR4730676""","""CID5429248"""
1,-0.5903683055255077,"""CNR6139544""","""CID9812979"""
0,-0.4762980104463989,"""CNR3805926""","""CID1837528"""
0,-0.4552497755363988,"""CNR5129655""","""CID6449078"""
0,-0.38987418546358293,"""CNR8725828""","""CID5970413"""
0,-0.4727236927691302,"""CNR6557966""","""CID9646686"""
0,-0.5027849786429182,"""CNR5403690""","""CID2856626"""
0,-0.42006970200100247,"""CNR4969264""","""CID8159457"""
0,-0.39876891276977194,"""CNR6028710""","""CID1715075"""
0,-0.40784669692858655,"""CNR3761377""","""CID2461173"""
0,-0.39416835911719533,"""CNR2650074""","""CID5603156"""
0,-0.40810621896009114,"""CNR7381283""","""CID8868738"""
0,-0.4118624968308973,"""CNR2531495""","""CID7656183"""
0,-0.4560806313621151,"""CNR1939605""","""CID1229469"""
0,-0.38195212780404825,"""CNR5149041""","""CID6951861"""
0,-0.40834650185696375,"""CNR7041241""","""CID1368334"""
0,-0.40136055940437376,"""CNR8035160""","""CID5283020"""
0,-0.3951862540319326,"""CNR1918341""","""CID7417050"""
0,-0.4054988404023592,"""CNR9600846""","""CID8949589"""
0,-0.41751194831937966,"""CNR2775291""","""CID9116623"""
0,-0.4116489470483211,"""CNR4263854""","""CID3967495"""
0,-0.49558727465866825,"""CNR4635401""","""CID3741723"""
0,-0.39665006885913673,"""CNR2135475""","""CID8123696"""
0,-0.4487065377812895,"""CNR2438435""","""CID7928240"""
0,-0.3902674844149283,"""CNR2068345""","""CID1975343"""
0,-0.5333847482791185,"""CNR6107939""","""CID3244272"""
0,-0.4166215821655974,"""CNR6577172""","""CID5963264"""
0,-0.385451044430253,"""CNR1957129""","""CID5761924"""
0,-0.42085244681632306,"""CNR1531092""","""CID7911273"""
0,-0.425678953609101,"""CNR6891932""","""CID1466189"""
0,-0.45687822944284656,"""CNR2192659""","""CID5227340"""
0,-0.4113283261315207,"""CNR6262174""","""CID4943288"""
0,-0.41579386597085016,"""CNR7791863""","""CID1873624"""
0,-0.41673826103886286,"""CNR8243301""","""CID7666967"""
0,-0.38164999281099515,"""CNR9897424""","""CID8433669"""
0,-0.44095168307316485,"""CNR5745004""","""CID8137475"""
0,-0.44924771361678456,"""CNR9659819""","""CID5653812"""
1,-0.5506407228394156,"""CNR6574173""","""CID6454968"""
0,-0.44863978712145786,"""CNR4467044""","""CID9935423"""
0,-0.3958534236339733,"""CNR3334608""","""CID2336782"""
1,-0.564489532679312,"""CNR3901250""","""CID4369282"""
0,-0.4254425579911794,"""CNR3899180""","""CID3915373"""
0,-0.37869825120248435,"""CNR7686844""","""CID4485200"""
0,-0.46230571588294633,"""CNR7619619""","""CID9964707"""
0,-0.3813408686476258,"""CNR3128056""","""CID1669827"""
0,-0.47777245213710545,"""CNR2415257""","""CID6909825"""
0,-0.38762930407863183,"""CNR9756448""","""CID6952097"""
0,-0.3974778304399523,"""CNR5071968""","""CID7384045"""
0,-0.47218082789128346,"""CNR9262105""","""CID3597216"""
0,-0.47682203271759394,"""CNR6026973""","""CID7000290"""
0,-0.37802431315682644,"""CNR6798581""","""CID4412829"""
0,-0.4856623094156785,"""CNR1511311""","""CID3430917"""
0,-0.4685191309943014,"""CNR1690974""","""CID5614686"""
0,-0.41821073480865395,"""CNR2405566""","""CID2765782"""
0,-0.4035243985618934,"""CNR5503992""","""CID3215242"""
0,-0.37820175026670566,"""CNR5487256""","""CID2154074"""
0,-0.3969824271171324,"""CNR9280980""","""CID4697642"""
0,-0.4446156692175363,"""CNR5735365""","""CID4330019"""
0,-0.4833814937330018,"""CNR7094496""","""CID1193764"""
0,-0.4047477907989849,"""CNR8674052""","""CID9232244"""
0,-0.4162783455593657,"""CNR3317899""","""CID7292132"""
0,-0.39896404182118606,"""CNR7648257""","""CID6260946"""
0,-0.4370344239302672,"""CNR9887499""","""CID4896073"""
0,-0.3901559676679415,"""CNR5899408""","""CID6731666"""
0,-0.36950356094214165,"""CNR4090725""","""CID9333845"""
0,-0.4080288770052133,"""CNR7912140""","""CID2721563"""
0,-0.5215291899945439,"""CNR1149573""","""CID4850979"""
0,-0.37351005742615273,"""CNR9795191""","""CID7143989"""
0,-0.4139248095343787,"""CNR6845177""","""CID2910913"""
0,-0.4327709421950125,"""CNR6115510""","""CID8805139"""
0,-0.4470879625325392,"""CNR6859535""","""CID2960838"""
0,-0.41507488066097287,"""CNR2514823""","""CID8542583"""
0,-0.37678212598392413,"""CNR5197106""","""CID9447069"""
0,-0.43300598658297224,"""CNR5958707""","""CID9250719"""
0,-0.4296689173198549,"""CNR7438691""","""CID6640597"""
0,-0.4357053770321089,"""CNR4717203""","""CID4019303"""
0,-0.5263751395903958,"""CNR3871982""","""CID3385226"""
0,-0.44643168469085337,"""CNR7276252""","""CID4805819"""
0,-0.3872981335617076,"""CNR8591450""","""CID5485762"""
0,-0.4353390309644691,"""CNR2118165""","""CID4254404"""
0,-0.43320823935331904,"""CNR1580852""","""CID1032196"""
0,-0.42096765563562305,"""CNR8400555""","""CID7803210"""
0,-0.4053107994736373,"""CNR2392283""","""CID7179926"""
0,-0.46665507254264954,"""CNR8799283""","""CID2914515"""
0,-0.42220023146187413,"""CNR7692801""","""CID4418657"""
0,-0.38707183293721525,"""CNR8406654""","""CID3494610"""
0,-0.38476806216786946,"""CNR5193961""","""CID3471193"""
0,-0.415933071632733,"""CNR9045710""","""CID9382079"""
0,-0.44135658458895566,"""CNR1884447""","""CID3794502"""
0,-0.4463322488513812,"""CNR5929425""","""CID8229428"""
0,-0.3703886220584769,"""CNR3795914""","""CID2036541"""
0,-0.4601122304657922,"""CNR5115903""","""CID1437336"""
0,-0.4113964314902266,"""CNR7223335""","""CID9786042"""
0,-0.44906079368041607,"""CNR3338595""","""CID3627391"""
0,-0.454410327701503,"""CNR1610053""","""CID5372274"""
0,-0.4020253336561406,"""CNR4383491""","""CID5404553"""
0,-0.44683157576429117,"""CNR4238002""","""CID6776646"""
0,-0.47050324559052187,"""CNR2471315""","""CID1296895"""
0,-0.45846030244796654,"""CNR7554909""","""CID2941890"""
0,-0.41460102087569134,"""CNR4559667""","""CID2567945"""
0,-0.4083508460851362,"""CNR7943612""","""CID7051878"""
0,-0.42934827573928097,"""CNR9513281""","""CID8578287"""
0,-0.4632841993222688,"""CNR3228885""","""CID3480522"""
0,-0.38644647316109054,"""CNR6838313""","""CID6286831"""
0,-0.40723553983758326,"""CNR7513763""","""CID5819264"""
0,-0.43516620990443644,"""CNR4249572""","""CID9658351"""
0,-0.48994715752169343,"""CNR1730323""","""CID1295813"""
0,-0.5337910706362609,"""CNR3316127""","""CID1501533"""
0,-0.4279994242910983,"""CNR5001450""","""CID4130652"""
0,-0.4104504103869693,"""CNR2994632""","""CID4528348"""
0,-0.5093861211712605,"""CNR8349332""","""CID1895189"""
0,-0.4022243117273819,"""CNR6785391""","""CID3192351"""
0,-0.41510710052460736,"""CNR4239039""","""CID5633622"""
0,-0.3921255962348549,"""CNR3942728""","""CID3899231"""
0,-0.4021779108352049,"""CNR2282162""","""CID7242372"""
0,-0.46915970035069715,"""CNR4677505""","""CID3339585"""
0,-0.41090744063770807,"""CNR8185605""","""CID9816010"""
0,-0.39847533515181793,"""CNR5351433""","""CID4736469"""
0,-0.5290187063179829,"""CNR8880913""","""CID4302311"""
0,-0.44113869426150076,"""CNR3643495""","""CID3072962"""
0,-0.38274989794509595,"""CNR8399435""","""CID7010722"""
0,-0.4080290389531461,"""CNR5699093""","""CID6044294"""
0,-0.44931593946438286,"""CNR1090037""","""CID2369298"""
0,-0.3890723508510376,"""CNR1672620""","""CID9094427"""
0,-0.41418370442789915,"""CNR4811296""","""CID7470261"""
0,-0.42165878602150497,"""CNR6421218""","""CID2328704"""
0,-0.4344781810854564,"""CNR7297536""","""CID3104231"""
0,-0.40243288449727355,"""CNR2290384""","""CID6067378"""
0,-0.4433839015081671,"""CNR2229358""","""CID7586583"""
0,-0.514845556738878,"""CNR9882850""","""CID8976182"""
0,-0.4948466871140486,"""CNR3234899""","""CID1908216"""
0,-0.38326341330299807,"""CNR9159821""","""CID7212119"""
0,-0.479560095947504,"""CNR3377580""","""CID3773482"""
0,-0.4814537389598062,"""CNR7286285""","""CID6567281"""
0,-0.46833353669822253,"""CNR8901989""","""CID4529927"""
0,-0.43947687556598214,"""CNR9222191""","""CID9902256"""
0,-0.4322811014952583,"""CNR6647107""","""CID7253416"""
0,-0.442800990435843,"""CNR9775227""","""CID4405721"""
0,-0.42733301222126985,"""CNR5436498""","""CID6124996"""
0,-0.42136881906833407,"""CNR9394835""","""CID3125278"""
0,-0.40845291278014734,"""CNR7811486""","""CID3203722"""
0,-0.4845754091613654,"""CNR9208205""","""CID2712013"""
0,-0.4060149003737926,"""CNR6583672""","""CID2281519"""
0,-0.44735133070152705,"""CNR5706641""","""CID5130718"""
1,-0.5482868601358379,"""CNR8005201""","""CID8692503"""
0,-0.4097326152747952,"""CNR7534075""","""CID4275914"""
0,-0.4624153734282718,"""CNR1712916""","""CID9416242"""
0,-0.4063439891295936,"""CNR8081487""","""CID1030753"""
0,-0.3772286256511155,"""CNR4056850""","""CID5921257"""
0,-0.45684784914234083,"""CNR6714334""","""CID3077805"""
0,-0.42737631957701944,"""CNR7702733""","""CID7542922"""
0,-0.4620158989688741,"""CNR9212883""","""CID7774837"""
0,-0.4551050348876762,"""CNR9154108""","""CID7990974"""
0,-0.3957317888301367,"""CNR6429307""","""CID6093452"""
0,-0.39745880630785635,"""CNR4933209""","""CID7088241"""
0,-0.4348068895219455,"""CNR2979424""","""CID8679276"""
0,-0.3719079198548777,"""CNR3332119""","""CID6481348"""
0,-0.41051043195399833,"""CNR8678279""","""CID1487975"""
0,-0.4275193054889665,"""CNR1559285""","""CID2693633"""
0,-0.3987473282560887,"""CNR7024730""","""CID4838658"""
0,-0.4154129685883517,"""CNR6839076""","""CID8166401"""
0,-0.39910116418930547,"""CNR7905117""","""CID1416555"""
0,-0.3993354978664466,"""CNR5759870""","""CID2323422"""
0,-0.39417099888443086,"""CNR3578899""","""CID5661102"""
0,-0.4050419693344152,"""CNR1089514""","""CID4125399"""
0,-0.4347266245165394,"""CNR9835984""","""CID9964638"""
0,-0.474419145831363,"""CNR1643972""","""CID3506515"""
0,-0.4137786147917222,"""CNR2939495""","""CID2801589"""
0,-0.4638811039980019,"""CNR4997006""","""CID6970636"""
0,-0.4463914267600317,"""CNR3684938""","""CID6381738"""
0,-0.3726525138793961,"""CNR8016082""","""CID3400110"""
0,-0.4204229624596025,"""CNR9166884""","""CID3068872"""
0,-0.40511767629694717,"""CNR5034553""","""CID2838731"""
0,-0.39843851053741436,"""CNR5994760""","""CID8677699"""
0,-0.5204707015301295,"""CNR8280553""","""CID4089830"""
0,-0.38706217840595936,"""CNR6304645""","""CID8878002"""
0,-0.432921633259787,"""CNR8726920""","""CID1004784"""
0,-0.39994385228061996,"""CNR1583241""","""CID3000345"""
0,-0.405385529073695,"""CNR4484602""","""CID7199241"""
0,-0.4194393412964749,"""CNR8525908""","""CID4158986"""
0,-0.43062766903960314,"""CNR8491180""","""CID4510240"""
0,-0.45895019586864255,"""CNR4866588""","""CID1441937"""
0,-0.4171349213197732,"""CNR1107433""","""CID3758873"""
0,-0.41487617978201374,"""CNR5804680""","""CID5921510"""
0,-0.42864054292094356,"""CNR3635060""","""CID5212455"""
